,name_sell,link_sell,price_sell,seller_sell,year_sell,body_sell,mileage_sell,engine_sell,BHP_sell,transmission_sell,fuel_sell,owners_sell,brand_sell,postcode_sell
488,Ford Mondeo,https://www.autotrader.co.uk/car-details/202305046990914,2650,4.6 (23 reviews) poole (23 miles),2010,Hatchback,140000.0,2.0,113.0,Manual,Diesel,3.0,Ford,DT1 3GJ
489,KIA RIO,https://www.autotrader.co.uk/car-details/202212152550957,2500,4.5 (15 reviews),2010,Hatchback,80123.0,1.4,95.0,Manual,Petrol,2.0,KIA,DT1 3GJ
490,Audi A4 Avant,https://www.autotrader.co.uk/car-details/202304126218376,4995,5.0 (2 reviews) yeovil (18 miles),2010,Estate,125000.0,1.8,,Manual,Petrol,,Audi,DT1 3GJ
491,Citroen C1,https://www.autotrader.co.uk/car-details/202212152550852,2500,4.5 (15 reviews),2010,Hatchback,79297.0,1.0,,Manual,Petrol,,Citroen,DT1 3GJ
492,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202304226548166,4995,5.0 (28 reviews) wareham (11 miles),2010,SUV,96411.0,1.5,,Manual,Diesel,,Nissan,DT1 3GJ
493,Nissan Note,https://www.autotrader.co.uk/car-details/202303275659061,2390,4.8 (117 reviews),2010,Hatchback,100000.0,1.5,,Manual,Diesel,,Nissan,DT1 3GJ
494,Nissan Qashqai+2,https://www.autotrader.co.uk/car-details/202305127291263,4390,4.9 (56 reviews) christchurch (30 miles),2010,SUV,107450.0,2.0,148.0,Manual,Diesel,,Nissan,DT1 3GJ
495,Toyota Auris,https://www.autotrader.co.uk/car-details/202303125154739,5650,4.9 (259 reviews),2010,Hatchback,46078.0,1.6,,Manual,Petrol,2.0,Toyota,DT1 3GJ
496,Citroen C3 Picasso,https://www.autotrader.co.uk/car-details/202212072354060,3490,4.6 (331 reviews),2010,MPV,68000.0,1.6,,Manual,Diesel,,Citroen,DT1 3GJ
497,Citroen C3 PICASSO,https://www.autotrader.co.uk/car-details/202305036958239,2495,poole (23 miles),2010,MPV,98000.0,1.4,94.0,Manual,Petrol,2.0,Citroen,DT1 3GJ
498,Hyundai i10,https://www.autotrader.co.uk/car-details/202305036970630,2495,5.0 (2 reviews) yeovil (18 miles),2010,Hatchback,104000.0,1.2,,Manual,Petrol,,Hyundai,DT1 3GJ
499,Renault Scenic,https://www.autotrader.co.uk/car-details/202209099590633,2090,4.6 (331 reviews),2010,MPV,111000.0,1.5,,Manual,Diesel,,Renault,DT1 3GJ
500,Citroen C3 Picasso,https://www.autotrader.co.uk/car-details/202305097172764,3350,bournemouth (26 miles),2010,MPV,82000.0,1.6,,Manual,Diesel,,Citroen,DT1 3GJ
501,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202303215457290,2650,bournemouth (27 miles),2010,Hatchback,113233.0,1.6,,Manual,Petrol,,Vauxhall,DT1 3GJ
502,Ford S-Max,https://www.autotrader.co.uk/car-details/202304196460132,4995,yeovil (23 miles),2010,MPV,102000.0,2.0,,Manual,Diesel,4.0,Ford,DT1 3GJ
503,Ford KA,https://www.autotrader.co.uk/car-details/202305127310605,3495,poole (17 miles),2010,Hatchback,80221.0,1.2,,Manual,Petrol,3.0,Ford,DT1 3GJ
504,Peugeot 308 CC,https://www.autotrader.co.uk/car-details/202301233516015,2995,4.8 (113 reviews),2010,Convertible,94713.0,1.6,,Manual,Petrol,,Peugeot,DT1 3GJ
505,Chrysler Grand Voyager,https://www.autotrader.co.uk/car-details/202303185376624,5490,4.6 (163 reviews),2010,MPV,86000.0,2.8,161.0,Automatic,Diesel,,Chrysler,DT1 3GJ
506,Peugeot 107,https://www.autotrader.co.uk/car-details/202303165303941,3490,4.8 (117 reviews),2010,Hatchback,62000.0,1.0,,Manual,Petrol,,Peugeot,DT1 3GJ
507,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202305127288975,6995,4.2 (86 reviews) poole (23 miles),2010,Convertible,110000.0,3.0,,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
508,SEAT Leon,https://www.autotrader.co.uk/car-details/202305127310355,2495,4.8 (113 reviews),2010,Hatchback,143530.0,1.6,,Manual,Diesel,,SEAT,DT1 3GJ
509,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305127294043,7495,4.7 (43 reviews) poole (24 miles),2010,Hatchback,52000.0,2.0,138.0,Manual,Diesel,2.0,Volkswagen,DT1 3GJ
510,MINI Hatch,https://www.autotrader.co.uk/car-details/202305026927884,3290,somerton (27 miles),2010,Hatchback,104000.0,1.6,108.0,Manual,Diesel,3.0,MINI,DT1 3GJ
511,Toyota Estima,https://www.autotrader.co.uk/car-details/202211111602303,6500,bournemouth (26 miles),2010,MPV,109000.0,2.0,,Automatic,Petrol,2.0,Toyota,DT1 3GJ
512,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304286791895,6800,4.6 (131 reviews),2010,Hatchback,29517.0,1.6,118.0,Manual,Petrol,2.0,Ford,DT1 3GJ
513,Ford Kuga,https://www.autotrader.co.uk/car-details/202304106145630,5500,4.7 (124 reviews),2010,SUV,66000.0,2.0,,Manual,Diesel,,Ford,DT1 3GJ
514,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202301163313755,6840,poole (19 miles),2010,Saloon,48000.0,2.1,,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
515,Honda Civic,https://www.autotrader.co.uk/car-details/202304196456172,4290,4.6 (331 reviews),2010,Hatchback,100000.0,2.2,138.0,Manual,Diesel,,Honda,DT1 3GJ
516,Fiat Grande Punto,https://www.autotrader.co.uk/car-details/202305046989558,2490,4.6 (331 reviews),2010,Hatchback,78000.0,1.4,,Manual,Petrol,,Fiat,DT1 3GJ
517,Renault Grand Modus,https://www.autotrader.co.uk/car-details/202304015865882,3490,4.6 (331 reviews),2010,MPV,70000.0,1.6,,Automatic,Petrol,,Renault,DT1 3GJ
518,BMW 3 SERIES,https://www.autotrader.co.uk/car-details/202304126219318,5495,4.9 (242 reviews) bournemouth (27 miles),2010,Saloon,108000.0,2.0,181.0,Manual,Diesel,,BMW,DT1 3GJ
519,Ford Focus,https://www.autotrader.co.uk/car-details/202305097172872,3750,bournemouth (25 miles),2010,Hatchback,60033.0,1.6,99.0,Manual,Petrol,2.0,Ford,DT1 3GJ
520,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202304266703967,4490,4.6 (331 reviews),2010,Hatchback,59000.0,1.6,,Manual,Petrol,,Volkswagen,DT1 3GJ
521,Jaguar XF,https://www.autotrader.co.uk/car-details/202303205420396,5950,bournemouth (27 miles),2010,Saloon,70000.0,3.0,240.0,Automatic,Diesel,,Jaguar,DT1 3GJ
522,Ford Galaxy,https://www.autotrader.co.uk/car-details/202305067075783,4695,4.5 (34 reviews) bournemouth (29 miles),2010,MPV,120000.0,2.0,,Manual,Diesel,2.0,Ford,DT1 3GJ
523,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305057035464,3495,poole (17 miles),2010,Hatchback,103000.0,1.4,94.0,Manual,Petrol,3.0,Ford,DT1 3GJ
524,Hyundai I10,https://www.autotrader.co.uk/car-details/202302043942406,2990,4.6 (163 reviews),2010,Hatchback,48000.0,1.2,77.0,Manual,Petrol,,Hyundai,DT1 3GJ
525,Lexus IS 250,https://www.autotrader.co.uk/car-details/202304276736918,7990,3.9 (11 reviews) poole (22 miles),2010,Saloon,71000.0,2.5,204.0,Manual,Petrol,,Lexus,DT1 3GJ
526,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202304076075496,3995,4.9 (82 reviews) poole (23 miles),2010,Hatchback,48800.0,1.2,55.0,Manual,Petrol,,Volkswagen,DT1 3GJ
527,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202303215467297,3790,4.6 (331 reviews),2010,Estate,92000.0,2.0,,Manual,Diesel,,Vauxhall,DT1 3GJ
528,Ford KA,https://www.autotrader.co.uk/car-details/202212142520853,4295,4.9 (82 reviews) poole (23 miles),2010,Hatchback,47000.0,1.2,68.0,Manual,Petrol,,Ford,DT1 3GJ
529,Nissan Micra,https://www.autotrader.co.uk/car-details/202304146286753,4995,5.0 (8 reviews) bournemouth (25 miles),2010,Hatchback,26000.0,1.2,79.0,Manual,Petrol,,Nissan,DT1 3GJ
530,Ford Focus,https://www.autotrader.co.uk/car-details/202304216520975,7100,5.0 (47 reviews) dorchester (2 miles),2010,Hatchback,49000.0,1.6,99.0,Automatic,Petrol,,Ford,DT1 3GJ
531,SKODA Fabia,https://www.autotrader.co.uk/car-details/202304266697337,2995,4.6 (18 reviews) poole (24 miles),2010,Estate,111420.0,1.9,105.0,Manual,Diesel,2.0,SKODA,DT1 3GJ
532,Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202304286774235,7495,4.5 (10 reviews),2010,Hatchback,68700.0,,,Manual,Petrol,,Alfa,DT1 3GJ
533,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202304196447922,8599,5.0 (47 reviews) dorchester (2 miles),2010,Hatchback,43000.0,1.6,,Automatic,Diesel,3.0,Volkswagen,DT1 3GJ
534,KIA Sportage,https://www.autotrader.co.uk/car-details/202303315830782,4995,4.6 (23 reviews) poole (23 miles),2010,SUV,61000.0,2.0,138.0,Automatic,Diesel,,KIA,DT1 3GJ
535,Toyota IQ,https://www.autotrader.co.uk/car-details/202302134221199,4490,4.8 (117 reviews),2010,Hatchback,31000.0,1.0,,Manual,Petrol,,Toyota,DT1 3GJ
536,Audi A3,https://www.autotrader.co.uk/car-details/202304116166634,4900,4.6 (131 reviews),2010,Hatchback,92996.0,1.6,,Manual,Diesel,,Audi,DT1 3GJ
537,Renault Clio,https://www.autotrader.co.uk/car-details/202304196468638,7000,bournemouth (28 miles),2010,Hatchback,73700.0,2.0,,Manual,Petrol,4.0,Renault,DT1 3GJ
538,Ford Mondeo,https://www.autotrader.co.uk/car-details/202305087151692,2650,christchurch (31 miles),2010,Hatchback,128883.0,2.0,138.0,Manual,Diesel,2.0,Ford,DT1 3GJ
539,Audi A5,https://www.autotrader.co.uk/car-details/202301273660350,5195,4.8 (113 reviews),2010,Coupe,94904.0,1.8,,Manual,Petrol,,Audi,DT1 3GJ
540,Toyota Aygo,https://www.autotrader.co.uk/car-details/202305026928188,3300,bournemouth (27 miles),2010,Hatchback,60200.0,1.0,,Manual,Petrol,3.0,Toyota,DT1 3GJ
541,Mercedes-Benz SLK,https://www.autotrader.co.uk/car-details/202304066025367,7995,4.6 (12 reviews) wincanton (24 miles),2010,Convertible,65000.0,3.5,,Automatic,Petrol,,Mercedes-Benz,DT1 3GJ
542,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305077124343,3690,poole (22 miles),2010,Hatchback,97000.0,1.6,,Automatic,Diesel,7.0,SKODA,DT1 3GJ
543,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303155262910,5202,4.9 (208 reviews),2010,Hatchback,74000.0,1.4,94.0,Manual,Petrol,5.0,Ford,DT1 3GJ
544,MINI Countryman,https://www.autotrader.co.uk/car-details/202305026903308,6990,4.5 (10 reviews),2010,SUV,77167.0,1.6,,Manual,Petrol,7.0,MINI,DT1 3GJ
545,BMW 3 Series,https://www.autotrader.co.uk/car-details/202301133214577,5990,4.6 (331 reviews),2010,Estate,117000.0,2.0,,Automatic,Diesel,,BMW,DT1 3GJ
546,Toyota Yaris,https://www.autotrader.co.uk/car-details/202305067096687,4695,5.0 (87 reviews) ferndown (27 miles),2010,Hatchback,70000.0,,,Manual,Petrol,,Toyota,DT1 3GJ
547,MINI Hatch Cooper,https://www.autotrader.co.uk/car-details/202302184397038,6295,poole (23 miles),2010,Hatchback,64000.0,1.6,184.0,Manual,Petrol,,MINI,DT1 3GJ
548,Ford KA,https://www.autotrader.co.uk/car-details/202305077120226,3450,ferndown (26 miles),2010,Hatchback,86992.0,1.2,,Manual,Petrol,2.0,Ford,DT1 3GJ
549,BMW 5 Series,https://www.autotrader.co.uk/car-details/202303064966618,7450,4.7 (124 reviews),2010,Saloon,79000.0,2.0,,Automatic,Diesel,,BMW,DT1 3GJ
550,Peugeot 207 SW,https://www.autotrader.co.uk/car-details/202304055989344,3290,4.6 (331 reviews),2010,Estate,92000.0,1.6,,Manual,Diesel,,Peugeot,DT1 3GJ
551,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202304256648737,5490,4.8 (117 reviews),2010,MPV,32000.0,1.7,,Automatic,Diesel,,Vauxhall,DT1 3GJ
552,Audi A4,https://www.autotrader.co.uk/car-details/202304146282041,7790,5.0 (272 reviews),2010,Saloon,116303.0,3.2,,Automatic,Petrol,,Audi,DT1 3GJ
553,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202304106137559,3490,4.8 (117 reviews),2010,MPV,54000.0,1.6,104.0,Manual,Petrol,,Vauxhall,DT1 3GJ
554,Volkswagen Passat,https://www.autotrader.co.uk/car-details/202305117261196,7695,4.5 (34 reviews) bournemouth (29 miles),2010,Estate,52000.0,2.0,,Manual,Diesel,2.0,Volkswagen,DT1 3GJ
555,Audi A6 Allroad,https://www.autotrader.co.uk/car-details/202305057046470,6490,4.6 (331 reviews),2010,Estate,122000.0,3.0,242.0,Automatic,Diesel,,Audi,DT1 3GJ
556,Hyundai Santa Fe,https://www.autotrader.co.uk/car-details/202302144258259,5490,4.6 (331 reviews),2010,SUV,97000.0,2.2,,Automatic,Diesel,,Hyundai,DT1 3GJ
557,BMW 3 Series,https://www.autotrader.co.uk/car-details/202304296819492,7995,4.6 (12 reviews) wincanton (24 miles),2010,Convertible,60000.0,2.0,,Manual,Petrol,5.0,BMW,DT1 3GJ
558,Vauxhall Combo,https://www.autotrader.co.uk/car-details/202304186424614,4495,4.6 (33 reviews),2010,,99000.0,1.3,69.0,Manual,Diesel,,Vauxhall,DT1 3GJ
559,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202303255611986,4390,4.8 (117 reviews),2010,MPV,68000.0,1.9,,Automatic,Diesel,,Vauxhall,DT1 3GJ
560,KIA Sportage,https://www.autotrader.co.uk/car-details/202304146292186,7045,4.9 (99 reviews),2010,SUV,95000.0,2.0,,Automatic,Diesel,3.0,KIA,DT1 3GJ
561,Citroen C1,https://www.autotrader.co.uk/car-details/202305117248092,3245,ferndown (27 miles),2010,Hatchback,49500.0,1.0,,Manual,Petrol,3.0,Citroen,DT1 3GJ
562,Volkswagen Scirocco,https://www.autotrader.co.uk/car-details/202303255618457,5500,bournemouth (25 miles),2010,Hatchback,124000.0,2.0,,Automatic,Diesel,2.0,Volkswagen,DT1 3GJ
563,Audi TT,https://www.autotrader.co.uk/car-details/202304056014346,4595,honiton (30 miles),2010,Convertible,142456.0,2.0,,Manual,Diesel,,Audi,DT1 3GJ
564,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304246616330,5695,ferndown (25 miles),2010,Hatchback,41000.0,,81.0,Manual,Petrol,,Ford,DT1 3GJ
565,SKODA Fabia,https://www.autotrader.co.uk/car-details/202302104125824,3995,4.9 (82 reviews) poole (23 miles),2010,Estate,82000.0,1.4,79.0,Manual,Diesel,,SKODA,DT1 3GJ
566,Ford Focus,https://www.autotrader.co.uk/car-details/202305036952615,2895,poole (20 miles),2010,Hatchback,103343.0,1.8,123.0,Manual,Petrol,3.0,Ford,DT1 3GJ
567,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202303064963971,9590,4.9 (56 reviews) christchurch (30 miles),2010,Estate,70750.0,2.1,,Automatic,Diesel,2.0,Mercedes-Benz,DT1 3GJ
568,Hyundai i10,https://www.autotrader.co.uk/car-details/202305057059558,4995,poole (17 miles),2010,Hatchback,71018.0,1.2,,Automatic,Petrol,2.0,Hyundai,DT1 3GJ
569,Mercedes-Benz C-Class,https://www.autotrader.co.uk/car-details/202303135194443,6195,4.9 (82 reviews) poole (23 miles),2010,Saloon,101400.0,3.0,221.0,Automatic,Diesel,2.0,Mercedes-Benz,DT1 3GJ
570,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202305057037328,9795,4.9 (125 reviews) ferndown (27 miles),2010,Convertible,79000.0,3.0,,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
571,Honda Accord,https://www.autotrader.co.uk/car-details/202305137343305,7870,4.6 (718 reviews),2010,Saloon,75053.0,2.0,154.0,Automatic,Petrol,2.0,Honda,DT1 3GJ
572,Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202305067092264,9500,yeovil (25 miles),2010,SUV,99000.0,3.6,,Automatic,Diesel,3.0,Land,DT1 3GJ
573,Ford Focus,https://www.autotrader.co.uk/car-details/202305026920311,5045,4.9 (99 reviews),2010,Estate,69000.0,2.0,143.0,Manual,Petrol,3.0,Ford,DT1 3GJ
574,Mercedes-Benz SLK,https://www.autotrader.co.uk/car-details/202305157389024,9390,5.0 (73 reviews) merriott (21 miles),2010,Convertible,44000.0,1.8,,Automatic,Petrol,,Mercedes-Benz,DT1 3GJ
575,Mercedes-Benz GL Class,https://www.autotrader.co.uk/car-details/202303024822826,9295,4.9 (146 reviews) gillingham (23 miles),2010,SUV,139016.0,3.0,,Automatic,Diesel,2.0,Mercedes-Benz,DT1 3GJ
576,Volkswagen Passat,https://www.autotrader.co.uk/car-details/202305147370882,3650,langport (28 miles),2010,Estate,173100.0,2.0,,Automatic,Diesel,4.0,Volkswagen,DT1 3GJ
577,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303275657696,5795,4.9 (82 reviews) poole (23 miles),2010,Hatchback,47500.0,1.2,80.0,Manual,Petrol,,Ford,DT1 3GJ
578,Peugeot 107,https://www.autotrader.co.uk/car-details/202304146294184,4795,5.0 (149 reviews),2010,Hatchback,29000.0,1.0,,Manual,Petrol,3.0,Peugeot,DT1 3GJ
579,MINI Clubman,https://www.autotrader.co.uk/car-details/202305117253379,5750,wimborne (22 miles),2010,Estate,74925.0,1.6,,Manual,Diesel,3.0,MINI,DT1 3GJ
580,Renault Trafic,https://www.autotrader.co.uk/car-details/202304045961241,6475,wimborne (23 miles),2010,,178000.0,2.0,115.0,Manual,Diesel,,Renault,DT1 3GJ
581,Volkswagen Touran,https://www.autotrader.co.uk/car-details/202305097162285,5500,dorchester (4 miles),2010,MPV,62052.0,1.9,103.0,Manual,Diesel,3.0,Volkswagen,DT1 3GJ
582,Land Rover Discovery 4,https://www.autotrader.co.uk/car-details/202305137335104,8837,4.5 (85 reviews),2010,SUV,133500.0,3.0,,Automatic,Diesel,5.0,Land,DT1 3GJ
583,Suzuki Alto,https://www.autotrader.co.uk/car-details/202305137341887,2490,4.6 (331 reviews),2010,Hatchback,107000.0,1.0,,Manual,Petrol,,Suzuki,DT1 3GJ
584,BMW X5,https://www.autotrader.co.uk/car-details/202304066025792,9995,4.9 (186 reviews),2010,SUV,110268.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
585,Audi TT,https://www.autotrader.co.uk/car-details/202305107204240,9600,4.5 (34 reviews) bournemouth (29 miles),2010,Convertible,42000.0,2.0,,Automatic,Petrol,3.0,Audi,DT1 3GJ
586,Mercedes-Benz B-Class,https://www.autotrader.co.uk/car-details/202301163312534,8795,4.9 (82 reviews) poole (23 miles),2010,MPV,30000.0,1.7,116.0,Automatic,Petrol,2.0,Mercedes-Benz,DT1 3GJ
587,SKODA Octavia,https://www.autotrader.co.uk/car-details/202304226570037,3690,poole (22 miles),2010,Hatchback,97000.0,1.6,,Automatic,Diesel,5.0,SKODA,DT1 3GJ
588,Honda Insight,https://www.autotrader.co.uk/car-details/202303014757149,7995,4.4 (14 reviews) bournemouth (29 miles),2010,Hatchback,48000.0,1.3,,Automatic,Petrol Hybrid,,Honda,DT1 3GJ
589,SKODA Fabia,https://www.autotrader.co.uk/car-details/202305097174597,3495,ferndown (27 miles),2010,Estate,127702.0,1.2,,Manual,Petrol,,SKODA,DT1 3GJ
590,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305046994246,7500,bournemouth (28 miles),2010,Hatchback,57500.0,2.0,,Manual,Diesel,2.0,BMW,DT1 3GJ
591,Suzuki Alto,https://www.autotrader.co.uk/car-details/202303165316033,4495,4.9 (82 reviews) poole (23 miles),2010,Hatchback,33300.0,1.0,68.0,Manual,Petrol,,Suzuki,DT1 3GJ
592,Ford Tourneo Connect,https://www.autotrader.co.uk/car-details/202210040413817,8489,4.8 (56 reviews),2010,MPV,79000.0,1.8,90.0,Manual,Diesel,,Ford,DT1 3GJ
593,Mercedes-Benz SLK,https://www.autotrader.co.uk/car-details/202305036976587,6999,swanage (23 miles),2010,Convertible,67000.0,1.8,,Automatic,Petrol,2.0,Mercedes-Benz,DT1 3GJ
594,Mazda3,https://www.autotrader.co.uk/car-details/202305147370104,9490,4.7 (25 reviews) ferndown (27 miles),2010,Hatchback,69000.0,2.3,,Manual,Petrol,5.0,Mazda3,DT1 3GJ
595,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202303135183363,4495,4.7 (19 reviews),2010,Hatchback,70000.0,1.6,113.0,Manual,Petrol,,Vauxhall,DT1 3GJ
596,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303095061727,9250,4.5 (34 reviews) bournemouth (29 miles),2010,Convertible,50000.0,2.0,,Automatic,Diesel,4.0,BMW,DT1 3GJ
597,Ford Focus,https://www.autotrader.co.uk/car-details/202304035921001,8475,4.1 (1045 reviews),2010,Hatchback,67016.0,2.5,221.0,Manual,Petrol,,Ford,DT1 3GJ
598,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202304296817154,3250,4.9 (75 reviews) ringwood (29 miles),2010,Hatchback,96400.0,1.6,,Manual,Diesel,4.0,SEAT,DT1 3GJ
599,Ford C-Max,https://www.autotrader.co.uk/car-details/202301283693971,3495,5.0 (11 reviews) poole (24 miles),2010,MPV,,1.6,108.0,Manual,Diesel,4.0,Ford,DT1 3GJ
600,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202304286795615,3999,4.6 (20 reviews) yeovil (21 miles),2010,SUV,127500.0,1.5,108.0,Manual,Diesel,4.0,Nissan,DT1 3GJ
601,Citroen C4 Picasso,https://www.autotrader.co.uk/car-details/202305097177261,3500,4.9 (75 reviews) ringwood (29 miles),2010,MPV,83000.0,1.6,,Manual,Petrol,3.0,Citroen,DT1 3GJ
602,Fiat 500,https://www.autotrader.co.uk/car-details/202305097180485,3499,4.6 (20 reviews) yeovil (21 miles),2010,Hatchback,88000.0,1.2,69.0,Manual,Petrol,2.0,Fiat,DT1 3GJ
603,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202304076084783,3495,4.8 (181 reviews) sherborne (18 miles),2010,Hatchback,51018.0,1.2,,Manual,Petrol,,Volkswagen,DT1 3GJ
604,Fiat Doblo,https://www.autotrader.co.uk/car-details/202305127311766,4300,christchurch (29 miles),2010,Estate,28000.0,1.4,77.0,Manual,Petrol,6.0,Fiat,DT1 3GJ
605,Suzuki Jimny,https://www.autotrader.co.uk/car-details/202301143254616,6495,3.8 (95 reviews) christchurch (29 miles),2010,SUV,79000.0,1.3,83.0,Manual,Petrol,,Suzuki,DT1 3GJ
606,Toyota RAV4,https://www.autotrader.co.uk/car-details/202303175342719,6695,4.8 (181 reviews) sherborne (18 miles),2010,SUV,86487.0,2.2,,Manual,Diesel,6.0,Toyota,DT1 3GJ
607,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202305026914415,2395,4.9 (75 reviews) ringwood (29 miles),2010,MPV,70000.0,1.4,89.0,Manual,Petrol,5.0,Vauxhall,DT1 3GJ
608,Mazda2,https://www.autotrader.co.uk/car-details/202305046992341,4250,5.0 (32 reviews) christchurch (30 miles),2010,Hatchback,81000.0,1.3,,Manual,Petrol,,Mazda2,DT1 3GJ
609,Peugeot 107,https://www.autotrader.co.uk/car-details/202305016882445,3000,wimborne (23 miles),2010,Hatchback,29000.0,1.0,,Manual,Petrol,3.0,Peugeot,DT1 3GJ
610,Honda Cr-V,https://www.autotrader.co.uk/car-details/202305046989877,9495,5.0 (11 reviews) poole (24 miles),2010,SUV,64900.0,2.0,,Automatic,Petrol,2.0,Honda,DT1 3GJ
611,Jaguar XF,https://www.autotrader.co.uk/car-details/202303044895350,6495,4.9 (75 reviews) ringwood (29 miles),2010,Saloon,77000.0,3.0,,Automatic,Petrol,4.0,Jaguar,DT1 3GJ
612,Volvo XC60,https://www.autotrader.co.uk/car-details/202303155273193,7995,3.8 (95 reviews) christchurch (29 miles),2010,SUV,85000.0,2.4,,Automatic,Diesel,,Volvo,DT1 3GJ
613,Mercedes-Benz A Class,https://www.autotrader.co.uk/car-details/202304176353294,7500,4.9 (75 reviews) ringwood (29 miles),2010,Hatchback,20000.0,2.0,82.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
614,Smart Fortwo,https://www.autotrader.co.uk/car-details/202305077119444,3200,poole (24 miles),2010,Coupe,27900.0,0.8,,Automatic,Diesel,2.0,Smart,DT1 3GJ
