,name_sell,link_sell,price_sell,seller_sell,year_sell,body_sell,mileage_sell,engine_sell,BHP_sell,transmission_sell,fuel_sell,owners_sell,brand_sell,postcode_sell
348,Saab 9-3,https://www.autotrader.co.uk/car-details/202305047009668,4750,4.9 (75 reviews) ringwood (29 miles),2008,Saloon,54000.0,1.9,,Automatic,Diesel,4.0,Saab,DT1 3GJ
349,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305127303097,5995,5.0 (11 reviews) poole (24 miles),2008,Coupe,108500.0,3.0,,Automatic,Petrol,2.0,BMW,DT1 3GJ
350,Ford C-Max,https://www.autotrader.co.uk/car-details/202305157379820,4750,5.0 (33 reviews) weymouth (8 miles),2008,MPV,27000.0,2.0,143.0,Automatic,Petrol,,Ford,DT1 3GJ
351,Peugeot 207 SW,https://www.autotrader.co.uk/car-details/202304066041933,3495,4.3 (6 reviews) bournemouth (26 miles),2008,Estate,75000.0,1.6,120.0,Automatic,Petrol,,Peugeot,DT1 3GJ
352,Audi TT,https://www.autotrader.co.uk/car-details/202304206501876,4995,4.3 (6 reviews) bournemouth (26 miles),2008,Convertible,114000.0,2.0,,Manual,Diesel,,Audi,DT1 3GJ
353,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202305137326133,2160,wareham (11 miles),2009,Estate,100550.0,2.0,,Manual,Diesel,5.0,Vauxhall,DT1 3GJ
354,Saab 9-3,https://www.autotrader.co.uk/car-details/202302063989873,3795,4.9 (146 reviews) gillingham (23 miles),2009,Convertible,102355.0,1.8,,Manual,Petrol,4.0,Saab,DT1 3GJ
355,Volkswagen Tiguan,https://www.autotrader.co.uk/car-details/202305117269008,2750,4.9 (56 reviews) christchurch (30 miles),2009,SUV,159558.0,2.0,,Manual,Diesel,7.0,Volkswagen,DT1 3GJ
356,Mercedes-Benz CLK,https://www.autotrader.co.uk/car-details/202305047007167,3990,4.6 (331 reviews),2009,Coupe,96000.0,2.1,150.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
357,Suzuki Alto,https://www.autotrader.co.uk/car-details/202207278191549,2490,4.6 (163 reviews),2009,Hatchback,64000.0,1.0,68.0,Manual,Petrol,,Suzuki,DT1 3GJ
358,Volkswagen CC,https://www.autotrader.co.uk/car-details/202211272050305,4250,4.1 (19 reviews) bournemouth (25 miles),2009,Saloon,89000.0,2.0,,Manual,Diesel,4.0,Volkswagen,DT1 3GJ
359,BMW 5 SERIES,https://www.autotrader.co.uk/car-details/202303165305161,2500,4.7 (100 reviews) ringwood (29 miles),2009,Saloon,192081.0,2.0,174.0,Automatic,Diesel,2.0,BMW,DT1 3GJ
360,Hyundai I10,https://www.autotrader.co.uk/car-details/202305036950245,2995,5.0 (8 reviews) bournemouth (26 miles),2009,Hatchback,65000.0,1.1,65.0,Manual,Petrol,,Hyundai,DT1 3GJ
361,Jaguar X-Type,https://www.autotrader.co.uk/car-details/202304276739308,2500,4.7 (100 reviews) ringwood (29 miles),2009,Saloon,138000.0,2.2,145.0,Automatic,Diesel,,Jaguar,DT1 3GJ
362,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305137323420,2200,yeovil (18 miles),2009,Hatchback,92250.0,1.2,79.0,Manual,Petrol,3.0,Vauxhall,DT1 3GJ
363,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305127313524,3295,4.5 (34 reviews) bournemouth (29 miles),2009,Hatchback,132000.0,1.6,118.0,Manual,Petrol,3.0,Ford,DT1 3GJ
364,Volvo C30,https://www.autotrader.co.uk/car-details/202305097178557,2495,bournemouth (25 miles),2009,Coupe,109000.0,1.6,99.0,Manual,Petrol,2.0,Volvo,DT1 3GJ
365,Mazda3,https://www.autotrader.co.uk/car-details/202302224534492,3990,4.8 (117 reviews),2009,Hatchback,82000.0,1.6,,Manual,Petrol,,Mazda3,DT1 3GJ
366,Mazda 3,https://www.autotrader.co.uk/car-details/202303305781970,4000,4.7 (100 reviews) ringwood (29 miles),2009,Hatchback,74529.0,1.6,105.0,Manual,Petrol,2.0,Mazda,DT1 3GJ
367,Fiat 500,https://www.autotrader.co.uk/car-details/202303315829608,2750,4.4 (14 reviews) bournemouth (29 miles),2009,Hatchback,111000.0,1.2,,Manual,Petrol,,Fiat,DT1 3GJ
368,Mercedes-Benz SLK,https://www.autotrader.co.uk/car-details/202304216519974,5795,4.8 (113 reviews),2009,Convertible,81714.0,1.8,,Automatic,Petrol,,Mercedes-Benz,DT1 3GJ
369,BMW 3 SERIES,https://www.autotrader.co.uk/car-details/202304276731696,6495,poole (23 miles),2009,Coupe,74000.0,2.0,168.0,Manual,Petrol,,BMW,DT1 3GJ
370,Mercedes-Benz Clc Class,https://www.autotrader.co.uk/car-details/202303215475531,4990,4.5 (85 reviews),2009,Hatchback,52000.0,1.8,,Automatic,Petrol,3.0,Mercedes-Benz,DT1 3GJ
371,Ford Focus,https://www.autotrader.co.uk/car-details/202304156307826,2995,south petherton (22 miles),2009,Hatchback,76200.0,1.8,113.0,Manual,Diesel,4.0,Ford,DT1 3GJ
372,Saab 9-3,https://www.autotrader.co.uk/car-details/202211151691781,2790,4.6 (331 reviews),2009,Estate,120000.0,1.9,,Manual,Diesel,,Saab,DT1 3GJ
373,Mercedes-Benz CLK,https://www.autotrader.co.uk/car-details/202304266687667,3490,4.6 (331 reviews),2009,Coupe,117000.0,2.1,150.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
374,Hyundai i20,https://www.autotrader.co.uk/car-details/202304286782041,4195,4.9 (125 reviews) ferndown (27 miles),2009,Hatchback,38000.0,1.2,,Manual,Petrol,,Hyundai,DT1 3GJ
375,Honda Jazz,https://www.autotrader.co.uk/car-details/202305057047713,2950,4.1 (19 reviews) bournemouth (25 miles),2009,Hatchback,122000.0,1.4,,Manual,Petrol,2.0,Honda,DT1 3GJ
376,Hyundai i30,https://www.autotrader.co.uk/car-details/202304266703591,2490,4.6 (331 reviews),2009,Hatchback,95000.0,1.4,,Manual,Petrol,,Hyundai,DT1 3GJ
377,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202305046991377,3390,4.6 (331 reviews),2009,Estate,123000.0,2.0,,Manual,Diesel,,Vauxhall,DT1 3GJ
378,Renault Scenic,https://www.autotrader.co.uk/car-details/202305077106942,2490,4.6 (331 reviews),2009,MPV,105000.0,1.6,,Manual,Petrol,,Renault,DT1 3GJ
379,Citroen Nemo Multispace,https://www.autotrader.co.uk/car-details/202305137346484,2395,south petherton (22 miles),2009,MPV,92950.0,1.4,,Manual,Diesel,,Citroen,DT1 3GJ
380,Mercedes-Benz B-Class,https://www.autotrader.co.uk/car-details/202302023859056,4395,4.9 (82 reviews) poole (23 miles),2009,MPV,73100.0,1.5,95.0,Manual,Petrol,,Mercedes-Benz,DT1 3GJ
381,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202304266704194,2490,4.6 (331 reviews),2009,Convertible,81000.0,1.8,138.0,Manual,Petrol,,Vauxhall,DT1 3GJ
382,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202303155270274,2490,4.8 (117 reviews),2009,Hatchback,66000.0,1.2,,Manual,Petrol,,Volkswagen,DT1 3GJ
383,Toyota Auris,https://www.autotrader.co.uk/car-details/202304156306972,4950,4.6 (23 reviews) poole (23 miles),2009,Hatchback,49000.0,2.0,126.0,Manual,Diesel,2.0,Toyota,DT1 3GJ
384,SKODA Superb,https://www.autotrader.co.uk/car-details/202304176362340,5995,4.3 (12 reviews) poole (23 miles),2009,Hatchback,69000.0,2.0,,Automatic,Diesel,,SKODA,DT1 3GJ
385,Renault Megane,https://www.autotrader.co.uk/car-details/202302074039369,3750,chard (24 miles),2009,Hatchback,47500.0,1.5,,Manual,Diesel,3.0,Renault,DT1 3GJ
386,Hyundai i30,https://www.autotrader.co.uk/car-details/202305036949046,2490,4.6 (331 reviews),2009,Hatchback,114000.0,1.4,,Manual,Petrol,,Hyundai,DT1 3GJ
387,Ford Galaxy,https://www.autotrader.co.uk/car-details/202303305791693,4290,4.6 (331 reviews),2009,MPV,114000.0,2.0,138.0,Manual,Diesel,,Ford,DT1 3GJ
388,BMW 5 Series,https://www.autotrader.co.uk/car-details/202305117257085,4000,bournemouth (27 miles),2009,Saloon,134000.0,2.0,,Manual,Diesel,3.0,BMW,DT1 3GJ
389,MINI Clubman,https://www.autotrader.co.uk/car-details/202305107221364,4795,5.0 (59 reviews) christchurch (30 miles),2009,Estate,94000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
390,Fiat Bravo,https://www.autotrader.co.uk/car-details/202303135199501,2490,4.6 (331 reviews),2009,Hatchback,107000.0,1.6,105.0,Manual,Diesel,,Fiat,DT1 3GJ
391,Jaguar X-Type,https://www.autotrader.co.uk/car-details/202302134216757,3450,4.6 (23 reviews) poole (23 miles),2009,Saloon,122000.0,2.2,143.0,Automatic,Diesel,,Jaguar,DT1 3GJ
392,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305036943352,8495,4.6 (48 reviews) blandford forum (15 miles),2009,Coupe,82000.0,3.0,,Automatic,Petrol,4.0,BMW,DT1 3GJ
393,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202301243564903,4795,yeovil (23 miles),2009,Saloon,99000.0,2.1,,Automatic,Diesel,3.0,Mercedes-Benz,DT1 3GJ
394,Volkswagen Scirocco,https://www.autotrader.co.uk/car-details/202305127303399,6000,4.6 (718 reviews),2009,Hatchback,98438.0,2.0,200.0,Manual,Petrol,,Volkswagen,DT1 3GJ
395,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202304186405433,4990,4.6 (331 reviews),2009,Saloon,72000.0,2.1,170.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
396,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305036940637,4795,4.9 (29 reviews) dorchester (1 mile),2009,Hatchback,84283.0,1.4,,Manual,Petrol,2.0,Volkswagen,DT1 3GJ
397,MINI Hatch,https://www.autotrader.co.uk/car-details/202212282811923,3450,bournemouth (27 miles),2009,Hatchback,89000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
398,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304196452331,5995,4.3 (6 reviews) dorchester (5 miles),2009,Hatchback,42000.0,1.6,118.0,Manual,Petrol,,Ford,DT1 3GJ
399,Citroen C2,https://www.autotrader.co.uk/car-details/202304156314821,1995,poole (23 miles),2009,Hatchback,109000.0,1.4,72.0,Manual,Petrol,,Citroen,DT1 3GJ
400,KIA Ceed,https://www.autotrader.co.uk/car-details/202303085033040,2490,4.6 (331 reviews),2009,Estate,114000.0,1.6,88.0,Manual,Diesel,,KIA,DT1 3GJ
401,Peugeot 207,https://www.autotrader.co.uk/car-details/202304296820686,2995,5.0 (4 reviews) stoborough (16 miles),2009,Hatchback,68948.0,1.4,75.0,Manual,Petrol,,Peugeot,DT1 3GJ
402,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202305137333303,8695,4.6 (12 reviews) wincanton (24 miles),2009,Coupe,49000.0,3.0,,Automatic,Diesel,5.0,Mercedes-Benz,DT1 3GJ
403,Ford Focus,https://www.autotrader.co.uk/car-details/202305127291966,3950,bournemouth (28 miles),2009,Hatchback,70569.0,1.6,113.0,Manual,Petrol,,Ford,DT1 3GJ
404,Nissan Micra,https://www.autotrader.co.uk/car-details/202305067075795,3495,wimborne (23 miles),2009,Hatchback,65511.0,1.2,79.0,Manual,Petrol,6.0,Nissan,DT1 3GJ
405,Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202303315823410,9475,4.1 (1045 reviews),2009,SUV,86757.0,3.0,,Automatic,Diesel,,Land,DT1 3GJ
406,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304226546991,5995,4.9 (30 reviews) wimborne (19 miles),2009,Hatchback,64000.0,1.4,94.0,Automatic,Petrol,,Ford,DT1 3GJ
407,Jaguar X-Type,https://www.autotrader.co.uk/car-details/202304156306956,6950,4.6 (23 reviews) poole (23 miles),2009,Saloon,37000.0,2.2,143.0,Automatic,Diesel,,Jaguar,DT1 3GJ
408,Nissan Micra,https://www.autotrader.co.uk/car-details/202302274698230,5795,4.7 (37 reviews) ringwood (28 miles),2009,Hatchback,40900.0,1.4,87.0,Automatic,Petrol,2.0,Nissan,DT1 3GJ
409,Hyundai i30,https://www.autotrader.co.uk/car-details/202304076073799,3490,4.8 (117 reviews),2009,Hatchback,89000.0,1.4,,Manual,Petrol,,Hyundai,DT1 3GJ
410,BMW 3 Series,https://www.autotrader.co.uk/car-details/202304035931024,6750,4.7 (124 reviews),2009,Saloon,94000.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
411,KIA Sportage,https://www.autotrader.co.uk/car-details/202211171771816,3490,4.6 (331 reviews),2009,SUV,90000.0,2.0,138.0,Manual,Diesel,,KIA,DT1 3GJ
412,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202210241022954,5913,4.8 (450 reviews),2009,Coupe,108238.0,3.0,,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
413,Honda Jazz,https://www.autotrader.co.uk/car-details/202304045964915,4995,5.0 (2 reviews) wareham (16 miles),2009,Hatchback,67518.0,1.4,,Manual,Petrol,,Honda,DT1 3GJ
414,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202305087136943,4498,bournemouth (27 miles),2009,Convertible,68000.0,1.4,,Manual,Petrol,,Volkswagen,DT1 3GJ
415,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202304296817229,1995,4.4 (14 reviews) bournemouth (29 miles),2009,Hatchback,119000.0,1.6,113.0,Manual,Petrol,3.0,Vauxhall,DT1 3GJ
416,Honda Civic,https://www.autotrader.co.uk/car-details/202302274687649,4999,4.9 (94 reviews),2009,Hatchback,101000.0,2.0,197.0,Manual,Petrol,6.0,Honda,DT1 3GJ
417,Mercedes-Benz A Class,https://www.autotrader.co.uk/car-details/202305087128700,1695,yeovil (18 miles),2009,Hatchback,134330.0,1.5,95.0,Manual,Petrol,3.0,Mercedes-Benz,DT1 3GJ
418,Volkswagen Tiguan,https://www.autotrader.co.uk/car-details/202303165295693,7905,4.6 (131 reviews),2009,SUV,53476.0,2.0,,Automatic,Diesel,2.0,Volkswagen,DT1 3GJ
419,Toyota Prius,https://www.autotrader.co.uk/car-details/202302234567375,5390,4.6 (163 reviews),2009,Hatchback,96000.0,1.5,77.0,Automatic,Petrol Hybrid,,Toyota,DT1 3GJ
420,Honda Jazz,https://www.autotrader.co.uk/car-details/202302104125485,5395,4.9 (82 reviews) poole (23 miles),2009,Hatchback,36000.0,1.2,89.0,Manual,Petrol,,Honda,DT1 3GJ
421,Hyundai Tucson,https://www.autotrader.co.uk/car-details/202303105109598,3795,4.6 (23 reviews) poole (23 miles),2009,SUV,87000.0,2.0,,Manual,Diesel,2.0,Hyundai,DT1 3GJ
422,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202303295743550,2390,4.6 (331 reviews),2009,Hatchback,110000.0,1.6,113.0,Manual,Petrol,,Vauxhall,DT1 3GJ
423,Nissan Note,https://www.autotrader.co.uk/car-details/202303315816639,6995,5.0 (159 reviews) bournemouth (26 miles),2009,Hatchback,21000.0,1.6,,Automatic,Petrol,5.0,Nissan,DT1 3GJ
424,Suzuki SX4,https://www.autotrader.co.uk/car-details/202304266678835,3400,christchurch (31 miles),2009,SUV,56734.0,1.6,,Manual,Petrol,2.0,Suzuki,DT1 3GJ
425,Citroen C5,https://www.autotrader.co.uk/car-details/202305046982586,3695,yeovil (18 miles),2009,Saloon,52000.0,2.0,,Manual,Diesel,2.0,Citroen,DT1 3GJ
426,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305046986685,5400,bournemouth (28 miles),2009,Hatchback,73500.0,1.4,,Automatic,Petrol,,Volkswagen,DT1 3GJ
427,Honda Cr-V,https://www.autotrader.co.uk/car-details/202305157383316,3999,ferndown (27 miles),2009,SUV,106000.0,2.2,138.0,Manual,Diesel,3.0,Honda,DT1 3GJ
428,Audi A5 Cabriolet,https://www.autotrader.co.uk/car-details/202305077109898,5195,poole (19 miles),2009,Convertible,95000.0,2.0,,Manual,Petrol,5.0,Audi,DT1 3GJ
429,Suzuki Alto,https://www.autotrader.co.uk/car-details/202302154284597,2995,4.9 (82 reviews) poole (23 miles),2009,Hatchback,62000.0,1.0,68.0,Manual,Petrol,,Suzuki,DT1 3GJ
430,MINI Convertible,https://www.autotrader.co.uk/car-details/202302254625603,4699,4.6 (43 reviews),2009,Convertible,71000.0,1.6,120.0,Manual,Petrol,,MINI,DT1 3GJ
431,Audi A5,https://www.autotrader.co.uk/car-details/202304055990362,5990,4.6 (331 reviews),2009,Coupe,103000.0,2.0,,Manual,Diesel,,Audi,DT1 3GJ
432,Land Rover Range Rover Sport,https://www.autotrader.co.uk/car-details/202304045957534,8295,5.0 (10 reviews) bournemouth (25 miles),2009,SUV,109000.0,3.0,,Automatic,Diesel,6.0,Land,DT1 3GJ
433,Mercedes-Benz GL Class,https://www.autotrader.co.uk/car-details/202304035929789,7990,4.8 (60 reviews),2009,SUV,120000.0,3.0,221.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
434,BMW 3 Series,https://www.autotrader.co.uk/car-details/202304146273602,6200,weymouth (8 miles),2009,Coupe,115000.0,3.0,,Automatic,Petrol,,BMW,DT1 3GJ
435,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202304146276045,8495,4.5 (34 reviews) bournemouth (29 miles),2009,Hatchback,27000.0,1.4,,Automatic,Petrol,3.0,Volkswagen,DT1 3GJ
436,Mercedes-Benz M Class,https://www.autotrader.co.uk/car-details/202305036949294,4860,salisbury (29 miles),2009,SUV,146500.0,3.0,,Automatic,Diesel,4.0,Mercedes-Benz,DT1 3GJ
437,KIA Carens,https://www.autotrader.co.uk/car-details/202303295753551,4995,4.5 (15 reviews),2009,MPV,46000.0,2.0,138.0,Automatic,Diesel,2.0,KIA,DT1 3GJ
438,Peugeot 107,https://www.autotrader.co.uk/car-details/202303175334146,4195,4.9 (82 reviews) poole (23 miles),2009,Hatchback,38700.0,1.0,67.0,Manual,Petrol,,Peugeot,DT1 3GJ
439,Honda Jazz,https://www.autotrader.co.uk/car-details/202305057030574,5972,4.9 (208 reviews),2009,Hatchback,35000.0,1.4,,Manual,Petrol,2.0,Honda,DT1 3GJ
440,KIA Ceed,https://www.autotrader.co.uk/car-details/202305047002066,4500,yeovil (18 miles),2009,Hatchback,51826.0,1.6,113.0,Automatic,Diesel,2.0,KIA,DT1 3GJ
441,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202303315817875,6250,bournemouth (27 miles),2009,Hatchback,71350.0,2.0,237.0,Manual,Petrol,4.0,Vauxhall,DT1 3GJ
442,Ford Focus,https://www.autotrader.co.uk/car-details/202304256647752,2495,4.7 (19 reviews),2009,Hatchback,119000.0,1.6,90.0,Manual,Diesel,,Ford,DT1 3GJ
443,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304216530654,4495,poole (23 miles),2009,Hatchback,93000.0,1.2,80.0,Manual,Petrol,,Ford,DT1 3GJ
444,KIA Ceed,https://www.autotrader.co.uk/car-details/202305057025293,3995,ferndown (27 miles),2009,Hatchback,74690.0,1.6,,Manual,Petrol,2.0,KIA,DT1 3GJ
445,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304066046365,6992,4.9 (208 reviews),2009,Hatchback,44129.0,1.4,94.0,Automatic,Petrol,2.0,Ford,DT1 3GJ
446,MINI Convertible,https://www.autotrader.co.uk/car-details/202210261091270,4995,poole (23 miles),2009,Convertible,69000.0,1.6,,Manual,Petrol,10.0,MINI,DT1 3GJ
447,Smart Fortwo,https://www.autotrader.co.uk/car-details/202211252000565,6995,4.9 (242 reviews) bournemouth (27 miles),2009,Convertible,31000.0,1.0,71.0,Automatic,Petrol,,Smart,DT1 3GJ
448,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303245589027,8995,4.5 (34 reviews) bournemouth (29 miles),2009,Hatchback,12000.0,1.4,94.0,Automatic,Petrol,2.0,Ford,DT1 3GJ
449,Ford Focus,https://www.autotrader.co.uk/car-details/202304256657977,5290,4.8 (117 reviews),2009,Estate,81000.0,2.0,143.0,Automatic,Petrol,,Ford,DT1 3GJ
450,Renault Clio,https://www.autotrader.co.uk/car-details/202305047011827,7300,wimborne (23 miles),2009,Hatchback,85400.0,2.0,,Manual,Petrol,5.0,Renault,DT1 3GJ
451,BMW X5,https://www.autotrader.co.uk/car-details/202305046982558,9750,broadstone (20 miles),2009,SUV,98500.0,3.0,,Automatic,Diesel,5.0,BMW,DT1 3GJ
452,Honda Civic,https://www.autotrader.co.uk/car-details/202304176369807,6500,5.0 (1122 reviews),2009,Hatchback,91978.0,2.0,198.0,Manual,Petrol,,Honda,DT1 3GJ
453,Porsche Boxster,https://www.autotrader.co.uk/car-details/202301063010592,9990,poole (23 miles),2009,Convertible,49350.0,2.7,245.0,Manual,Petrol,,Porsche,DT1 3GJ
454,Hyundai i10,https://www.autotrader.co.uk/car-details/202304256657532,3500,4.9 (94 reviews),2009,Hatchback,52000.0,1.2,,Manual,Petrol,2.0,Hyundai,DT1 3GJ
455,Nissan Micra,https://www.autotrader.co.uk/car-details/202305137329447,3495,ferndown (27 miles),2009,Hatchback,74000.0,1.2,79.0,Manual,Petrol,,Nissan,DT1 3GJ
456,Ford Fiesta,https://www.autotrader.co.uk/car-details/202302154296559,7250,4.5 (10 reviews),2009,Hatchback,24766.0,1.4,94.0,Automatic,Petrol,6.0,Ford,DT1 3GJ
457,Nissan Micra,https://www.autotrader.co.uk/car-details/202302043933696,4650,4.9 (813 reviews),2009,Hatchback,14700.0,1.2,80.0,Manual,Petrol,2.0,Nissan,DT1 3GJ
458,KIA Picanto,https://www.autotrader.co.uk/car-details/202305047019570,2790,ferndown (27 miles),2009,Hatchback,99000.0,1.0,60.0,Manual,Petrol,4.0,KIA,DT1 3GJ
459,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202303315814152,8295,4.5 (34 reviews) bournemouth (29 miles),2009,Hatchback,85000.0,2.0,198.0,Automatic,Petrol,,Volkswagen,DT1 3GJ
460,BMW Z4,https://www.autotrader.co.uk/car-details/202301233520305,10000,"gillingham, dorset (25 miles)",2009,Convertible,101000.0,3.0,,Automatic,Petrol,6.0,BMW,DT1 3GJ
461,Citroen C4,https://www.autotrader.co.uk/car-details/202305067089273,1999,4.6 (20 reviews) yeovil (21 miles),2009,Coupe,96000.0,2.0,138.0,Manual,Diesel,5.0,Citroen,DT1 3GJ
462,Nissan Note,https://www.autotrader.co.uk/car-details/202304266698004,4295,5.0 (11 reviews) poole (24 miles),2009,Hatchback,,1.6,,Automatic,Petrol,2.0,Nissan,DT1 3GJ
463,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305077112766,5295,christchurch (30 miles),2009,Hatchback,44000.0,1.4,94.0,Manual,Petrol,,Ford,DT1 3GJ
464,Nissan Navara,https://www.autotrader.co.uk/car-details/202305077108032,7500,4.8 (33 reviews) yeovil (21 miles),2009,Pickup,86500.0,2.5,169.0,Manual,Diesel,4.0,Nissan,DT1 3GJ
465,Ford Fusion,https://www.autotrader.co.uk/car-details/202305047009784,3500,4.9 (75 reviews) ringwood (29 miles),2009,Hatchback,48400.0,1.4,67.0,Manual,Diesel,3.0,Ford,DT1 3GJ
466,Honda Cr-V,https://www.autotrader.co.uk/car-details/202304136242848,4295,5.0 (11 reviews) poole (24 miles),2009,SUV,,2.2,138.0,Manual,Diesel,3.0,Honda,DT1 3GJ
467,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305147361428,2500,poole (23 miles),2009,Hatchback,96728.0,1.6,113.0,Manual,Petrol,4.0,Vauxhall,DT1 3GJ
468,Peugeot 107,https://www.autotrader.co.uk/car-details/202305046984422,2995,3.8 (95 reviews) christchurch (29 miles),2009,Hatchback,73000.0,1.0,,Manual,Petrol,,Peugeot,DT1 3GJ
469,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305127296194,5995,5.0 (11 reviews) poole (24 miles),2009,Estate,73350.0,1.4,,Automatic,Petrol,3.0,SKODA,DT1 3GJ
470,BMW X5,https://www.autotrader.co.uk/car-details/202305057049751,9850,bournemouth (25 miles),2009,SUV,82500.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
471,Audi A3,https://www.autotrader.co.uk/car-details/202305147370445,1600,somerton (27 miles),2010,Hatchback,173321.0,2.0,,Manual,Diesel,2.0,Audi,DT1 3GJ
472,Fiat 500,https://www.autotrader.co.uk/car-details/202301143252009,2750,4.7 (100 reviews) ringwood (29 miles),2010,Hatchback,96000.0,1.2,69.0,Manual,Petrol,,Fiat,DT1 3GJ
473,Ford Focus,https://www.autotrader.co.uk/car-details/202305046999693,2795,4.1 (19 reviews) bournemouth (25 miles),2010,Hatchback,104000.0,1.8,123.0,Manual,Petrol,4.0,Ford,DT1 3GJ
474,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202303295749400,2490,4.8 (117 reviews),2010,Hatchback,88000.0,1.2,84.0,Manual,Petrol,,Vauxhall,DT1 3GJ
475,Citroen DS3,https://www.autotrader.co.uk/car-details/202302084078439,2995,4.1 (19 reviews) bournemouth (25 miles),2010,Hatchback,95000.0,1.6,,Manual,Petrol,7.0,Citroen,DT1 3GJ
476,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202305046982946,3950,shaftsbury (26 miles),2010,Hatchback,86110.0,1.6,,Manual,Diesel,4.0,Volkswagen,DT1 3GJ
477,Toyota Auris,https://www.autotrader.co.uk/car-details/202304216519500,4995,5.0 (23 reviews) wimborne (20 miles),2010,Hatchback,66948.0,1.6,,Manual,Petrol,,Toyota,DT1 3GJ
478,MINI Hatch,https://www.autotrader.co.uk/car-details/202305077107000,2995,wimborne (26 miles),2010,Hatchback,122456.0,1.6,,Manual,Diesel,2.0,MINI,DT1 3GJ
479,KIA Ceed,https://www.autotrader.co.uk/car-details/202304216516509,4995,5.0 (10 reviews) bournemouth (25 miles),2010,Hatchback,65000.0,1.6,,Automatic,Diesel,5.0,KIA,DT1 3GJ
480,Ford Focus,https://www.autotrader.co.uk/car-details/202304276725063,2650,4.7 (100 reviews) ringwood (29 miles),2010,Hatchback,113000.0,1.6,109.0,Manual,Diesel,2.0,Ford,DT1 3GJ
481,Peugeot 207,https://www.autotrader.co.uk/car-details/202305137331756,2295,5.0 (26 reviews) axminster (25 miles),2010,Hatchback,127000.0,1.4,74.0,Manual,Petrol,5.0,Peugeot,DT1 3GJ
482,Renault Megane,https://www.autotrader.co.uk/car-details/202305127293564,1995,yeovil (18 miles),2010,Hatchback,130116.0,1.5,,Manual,Diesel,,Renault,DT1 3GJ
483,Fiat Panda,https://www.autotrader.co.uk/car-details/202305097164293,2250,4.7 (45 reviews) bournemouth (26 miles),2010,Hatchback,62000.0,1.1,54.0,Manual,Petrol,3.0,Fiat,DT1 3GJ
484,Audi A6 Avant,https://www.autotrader.co.uk/car-details/202305147358520,3600,ilminster (28 miles),2010,Estate,137049.0,2.0,,Automatic,Diesel,,Audi,DT1 3GJ
485,Audi TT,https://www.autotrader.co.uk/car-details/202304196447674,7490,4.9 (138 reviews) bournemouth (27 miles),2010,Coupe,81000.0,2.0,,Automatic,Petrol,5.0,Audi,DT1 3GJ
486,Alfa Romeo 159 Sportwagon,https://www.autotrader.co.uk/car-details/202305016865743,7995,5.0 (18 reviews) yeovil (23 miles),2010,Estate,73000.0,2.0,170.0,Manual,Diesel,,Alfa,DT1 3GJ
487,Renault Clio,https://www.autotrader.co.uk/car-details/202303064961131,2295,4.9 (82 reviews) poole (23 miles),2010,Hatchback,128000.0,1.1,,Manual,Petrol,,Renault,DT1 3GJ
