,name_2,link_2,price_2,seller_2,year_2,body_2,mileage_2,engine_2,BHP_2,transmission_2,fuel_2,owners_2,brand_2,postcode_2
141,MINI Convertible,https://www.autotrader.co.uk/car-details/202303175351392,5495,4.9 (75 reviews) ringwood (29 miles),2006,Convertible,64000.0,1.6,,Manual,Petrol,2.0,MINI,DT1 3GJ
142,Ford S-Max,https://www.autotrader.co.uk/car-details/202211191820035,1500,4.7 (100 reviews) ringwood (29 miles),2007,MPV,140000.0,2.0,145.0,Manual,Petrol,,Ford,DT1 3GJ
143,Saab 9-3,https://www.autotrader.co.uk/car-details/202305127304276,999,4.7 (124 reviews),2007,Saloon,173000.0,1.9,148.0,Automatic,Diesel,,Saab,DT1 3GJ
144,Renault Scenic,https://www.autotrader.co.uk/car-details/202305057046673,1990,4.6 (331 reviews),2007,MPV,91000.0,2.0,136.0,Automatic,Petrol,,Renault,DT1 3GJ
145,Mercedes-Benz CLS,https://www.autotrader.co.uk/car-details/202302043928925,5500,somerton (27 miles),2007,Saloon,83000.0,5.5,382.0,Automatic,Petrol,7.0,Mercedes-Benz,DT1 3GJ
146,MINI Hatch Cooper,https://www.autotrader.co.uk/car-details/202303014782619,2990,4.6 (163 reviews),2007,Hatchback,80850.0,1.6,118.0,Manual,Petrol,,MINI,DT1 3GJ
147,Subaru Impreza,https://www.autotrader.co.uk/car-details/202304166349293,2195,"gillingham, dorset (24 miles)",2007,Hatchback,92737.0,1.5,103.0,Manual,Petrol,2.0,Subaru,DT1 3GJ
148,Peugeot 107,https://www.autotrader.co.uk/car-details/202305057059548,1995,poole (17 miles),2007,Hatchback,97000.0,1.0,,Manual,Petrol,7.0,Peugeot,DT1 3GJ
149,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202305137334665,2350,4.7 (45 reviews) bournemouth (26 miles),2007,Hatchback,95000.0,1.2,,Manual,Petrol,3.0,Volkswagen,DT1 3GJ
150,Fiat Grande Punto,https://www.autotrader.co.uk/car-details/202303145226451,2490,4.6 (331 reviews),2007,Hatchback,67000.0,1.4,77.0,Manual,Petrol,,Fiat,DT1 3GJ
151,Citroen C3,https://www.autotrader.co.uk/car-details/202304126205510,2495,5.0 (6 reviews) bournemouth (29 miles),2007,Hatchback,114783.0,1.6,107.0,Automatic,Petrol,,Citroen,DT1 3GJ
152,Renault Clio,https://www.autotrader.co.uk/car-details/202305046990496,2490,4.6 (331 reviews),2007,Hatchback,80000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
153,Vauxhall Vectra,https://www.autotrader.co.uk/car-details/202212082381887,1990,4.8 (117 reviews),2007,Hatchback,99000.0,1.8,138.0,Manual,Petrol,,Vauxhall,DT1 3GJ
154,Toyota Auris,https://www.autotrader.co.uk/car-details/202304066039481,2495,poole (23 miles),2007,Hatchback,83000.0,1.6,122.0,Manual,Petrol,,Toyota,DT1 3GJ
155,BMW 1 Series,https://www.autotrader.co.uk/car-details/202303265643024,3500,poole (20 miles),2007,Hatchback,96000.0,2.0,,Manual,Diesel,4.0,BMW,DT1 3GJ
156,MINI Hatch,https://www.autotrader.co.uk/car-details/202304306845096,4295,4.5 (34 reviews) bournemouth (29 miles),2007,Hatchback,82000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
157,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202305067072193,1995,ferndown (27 miles),2007,Estate,173464.0,2.1,150.0,Automatic,Diesel,2.0,Mercedes-Benz,DT1 3GJ
158,Audi A4 Cabriolet,https://www.autotrader.co.uk/car-details/202304196460715,2695,beaminster (19 miles),2007,Convertible,119058.0,2.0,138.0,Manual,Diesel,3.0,Audi,DT1 3GJ
159,Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202210251055165,4000,4.1 (1045 reviews),2007,SUV,109000.0,2.2,,Manual,Diesel,2.0,Land,DT1 3GJ
160,Citroen C4 Picasso,https://www.autotrader.co.uk/car-details/202304186412128,3490,4.6 (331 reviews),2007,MPV,72000.0,1.6,,Automatic,Diesel,,Citroen,DT1 3GJ
161,Renault Clio,https://www.autotrader.co.uk/car-details/202302023854516,2490,4.8 (117 reviews),2007,Hatchback,69000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
162,KIA Ceed,https://www.autotrader.co.uk/car-details/202212152550905,2500,4.5 (15 reviews),2007,Hatchback,70304.0,1.6,120.0,Manual,Petrol,,KIA,DT1 3GJ
163,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202305097192317,3275,bournemouth (27 miles),2007,Convertible,59428.0,1.6,,Manual,Petrol,2.0,Volkswagen,DT1 3GJ
164,Ford KA,https://www.autotrader.co.uk/car-details/202305046989265,1990,4.6 (331 reviews),2007,Hatchback,37000.0,1.3,69.0,Manual,Petrol,,Ford,DT1 3GJ
165,Suzuki Ignis,https://www.autotrader.co.uk/car-details/202302134208470,1790,bournemouth (27 miles),2007,Hatchback,81125.0,1.3,93.0,Manual,Petrol,5.0,Suzuki,DT1 3GJ
166,Honda Civic,https://www.autotrader.co.uk/car-details/202208098624232,2490,4.6 (163 reviews),2007,Hatchback,62000.0,1.8,138.0,Manual,Petrol,,Honda,DT1 3GJ
167,Toyota Corolla Verso,https://www.autotrader.co.uk/car-details/202304176361190,2333,4.4 (83 reviews),2007,MPV,131742.0,2.2,134.0,Manual,Diesel,,Toyota,DT1 3GJ
168,Vauxhall Signum,https://www.autotrader.co.uk/car-details/202212172586359,2495,4.6 (33 reviews),2007,Hatchback,99000.0,2.2,152.0,Manual,Petrol,,Vauxhall,DT1 3GJ
169,Fiat Panda,https://www.autotrader.co.uk/car-details/202304136240961,2990,4.6 (331 reviews),2007,Hatchback,90000.0,1.2,60.0,Manual,Petrol,,Fiat,DT1 3GJ
170,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202302154292738,2390,4.6 (331 reviews),2007,MPV,102000.0,1.8,,Manual,Petrol,,Vauxhall,DT1 3GJ
171,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202304196446659,3490,4.8 (117 reviews),2007,Hatchback,63000.0,1.6,,Manual,Petrol,,Volkswagen,DT1 3GJ
172,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305077115010,9500,ferndown (27 miles),2007,Coupe,81000.0,3.0,,Automatic,Petrol,5.0,BMW,DT1 3GJ
173,Audi A4,https://www.autotrader.co.uk/car-details/202305036969040,5990,4.8 (60 reviews),2007,Estate,90000.0,3.0,229.0,Automatic,Diesel,,Audi,DT1 3GJ
174,Renault Modus,https://www.autotrader.co.uk/car-details/202304256648658,2490,4.6 (331 reviews),2007,Hatchback,75000.0,1.2,100.0,Manual,Petrol,,Renault,DT1 3GJ
175,Ford Focus,https://www.autotrader.co.uk/car-details/202304086103184,2500,4.9 (259 reviews),2007,Hatchback,103000.0,2.0,143.0,Manual,Petrol,3.0,Ford,DT1 3GJ
176,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304206494196,2490,4.6 (331 reviews),2007,Hatchback,85000.0,,74.0,Manual,Petrol,,Ford,DT1 3GJ
177,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202305047017217,3995,ferndown (27 miles),2007,Hatchback,90000.0,1.6,113.0,Manual,Petrol,,Nissan,DT1 3GJ
178,Ford S-Max,https://www.autotrader.co.uk/car-details/202305147367900,2290,4.6 (163 reviews),2007,MPV,130000.0,2.0,143.0,Manual,Diesel,,Ford,DT1 3GJ
179,Renault Megane,https://www.autotrader.co.uk/car-details/202210010320239,2500,4.5 (15 reviews),2007,Hatchback,47200.0,1.4,100.0,Manual,Petrol,2.0,Renault,DT1 3GJ
180,Peugeot 207,https://www.autotrader.co.uk/car-details/202302013817101,2490,4.8 (117 reviews),2007,Hatchback,91000.0,1.4,90.0,Manual,Petrol,,Peugeot,DT1 3GJ
181,Fiat Grande Punto,https://www.autotrader.co.uk/car-details/202302013835611,3995,4.9 (82 reviews) poole (23 miles),2007,Hatchback,17300.0,1.2,74.0,Manual,Diesel,2.0,Fiat,DT1 3GJ
182,Peugeot 206,https://www.autotrader.co.uk/car-details/202304266686755,2695,4.5 (34 reviews) bournemouth (29 miles),2007,Hatchback,59000.0,1.4,75.0,Manual,Petrol,3.0,Peugeot,DT1 3GJ
183,Peugeot 207,https://www.autotrader.co.uk/car-details/202305117256633,2295,poole (20 miles),2007,Hatchback,78047.0,1.4,75.0,Manual,Petrol,4.0,Peugeot,DT1 3GJ
184,Citroen C8,https://www.autotrader.co.uk/car-details/202302124188734,3490,4.8 (117 reviews),2007,MPV,85000.0,2.0,136.0,Manual,Diesel,,Citroen,DT1 3GJ
185,Alfa Romeo Spider,https://www.autotrader.co.uk/car-details/202104151415764,8990,4.9 (813 reviews),2007,Convertible,74500.0,2.4,200.0,Manual,Diesel,2.0,Alfa,DT1 3GJ
186,BMW Z4,https://www.autotrader.co.uk/car-details/202304266690801,3995,poole (23 miles),2007,Convertible,123000.0,2.0,148.0,Manual,Petrol,,BMW,DT1 3GJ
187,Honda Jazz,https://www.autotrader.co.uk/car-details/202302114171415,5195,4.9 (82 reviews) poole (23 miles),2007,Hatchback,58000.0,1.3,82.0,Automatic,Petrol,,Honda,DT1 3GJ
188,Mitsubishi Shogun,https://www.autotrader.co.uk/car-details/202211021311393,5990,4.6 (331 reviews),2007,SUV,120000.0,3.2,,Automatic,Diesel,,Mitsubishi,DT1 3GJ
189,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202304066033213,1990,4.6 (331 reviews),2007,MPV,107000.0,1.6,104.0,Manual,Petrol,,Vauxhall,DT1 3GJ
190,Citroen Xsara Picasso,https://www.autotrader.co.uk/car-details/202304196442106,2995,4.6 (33 reviews),2007,MPV,78000.0,1.6,92.0,Manual,Diesel,,Citroen,DT1 3GJ
191,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202303135200319,2490,4.6 (331 reviews),2007,Hatchback,96000.0,1.4,73.0,Manual,Petrol,,SEAT,DT1 3GJ
192,Citroen C8,https://www.autotrader.co.uk/car-details/202305147359647,1990,4.6 (331 reviews),2007,MPV,118000.0,2.0,136.0,Manual,Diesel,,Citroen,DT1 3GJ
193,BMW X5,https://www.autotrader.co.uk/car-details/202301143249844,6995,4.2 (86 reviews) poole (23 miles),2007,SUV,99500.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
194,Nissan X-Trail,https://www.autotrader.co.uk/car-details/202305046994020,5995,5.0 (87 reviews) ferndown (27 miles),2007,SUV,85000.0,2.0,,Automatic,Diesel,,Nissan,DT1 3GJ
195,Audi A6,https://www.autotrader.co.uk/car-details/202303285716166,4895,4.6 (7 reviews) bournemouth (27 miles),2007,Saloon,91830.0,2.0,168.0,Automatic,Petrol,3.0,Audi,DT1 3GJ
196,Honda Fr-V,https://www.autotrader.co.uk/car-details/202304276757040,4995,5.0 (87 reviews) ferndown (27 miles),2007,MPV,102000.0,1.8,138.0,Automatic,Petrol,2.0,Honda,DT1 3GJ
197,Renault Clio,https://www.autotrader.co.uk/car-details/202212082378230,2390,4.6 (331 reviews),2007,Hatchback,91000.0,1.4,98.0,Manual,Petrol,,Renault,DT1 3GJ
198,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303305791441,5490,4.6 (331 reviews),2007,Coupe,103000.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
199,Volkswagen Beetle,https://www.autotrader.co.uk/car-details/202304266689120,2990,4.6 (331 reviews),2007,Hatchback,73000.0,1.9,,Manual,Diesel,,Volkswagen,DT1 3GJ
200,BMW Z4,https://www.autotrader.co.uk/car-details/202302264656012,7790,poole (24 miles),2007,Convertible,35441.0,2.0,,Manual,Petrol,2.0,BMW,DT1 3GJ
201,Suzuki SX4,https://www.autotrader.co.uk/car-details/202303044893345,2490,4.6 (331 reviews),2007,SUV,122000.0,1.6,,Manual,Petrol,,Suzuki,DT1 3GJ
202,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202303165321677,3999,bournemouth (28 miles),2007,Hatchback,82958.0,1.6,113.0,Manual,Petrol,,Volkswagen,DT1 3GJ
203,Honda Cr-V,https://www.autotrader.co.uk/car-details/202304086093533,7950,4.9 (259 reviews),2007,SUV,54891.0,2.0,148.0,Automatic,Petrol,,Honda,DT1 3GJ
204,Nissan Micra C+C,https://www.autotrader.co.uk/car-details/202304266692794,2990,4.8 (117 reviews),2007,Convertible,84000.0,1.6,109.0,Manual,Petrol,,Nissan,DT1 3GJ
205,Mitsubishi Shogun,https://www.autotrader.co.uk/car-details/202305047003245,6490,4.6 (331 reviews),2007,SUV,99000.0,3.2,,Automatic,Diesel,3.0,Mitsubishi,DT1 3GJ
206,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305057031018,6250,dorchester (1 mile),2007,Saloon,59000.0,3.0,,Manual,Petrol,5.0,BMW,DT1 3GJ
207,Peugeot 207,https://www.autotrader.co.uk/car-details/202302033905626,2490,4.6 (331 reviews),2007,Hatchback,97000.0,1.4,90.0,Manual,Petrol,,Peugeot,DT1 3GJ
208,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304146272281,4999,5.0 (47 reviews) dorchester (2 miles),2007,Hatchback,54000.0,1.4,89.0,Manual,Petrol,2.0,Vauxhall,DT1 3GJ
209,Ford Fiesta,https://www.autotrader.co.uk/car-details/202211221897797,4495,4.5 (10 reviews),2007,Hatchback,14491.0,,74.0,Manual,Petrol,,Ford,DT1 3GJ
210,Ford KA,https://www.autotrader.co.uk/car-details/202211221900011,2490,4.6 (331 reviews),2007,Hatchback,41000.0,1.3,69.0,Manual,Petrol,,Ford,DT1 3GJ
211,Mercedes-Benz M Class,https://www.autotrader.co.uk/car-details/202305107216924,6475,salisbury (24 miles),2007,SUV,70032.0,3.0,190.0,Automatic,Diesel,5.0,Mercedes-Benz,DT1 3GJ
212,BMW X5,https://www.autotrader.co.uk/car-details/202304206480668,7350,bournemouth (26 miles),2007,SUV,101000.0,3.0,,Automatic,Diesel,,BMW,DT1 3GJ
213,Mazda5,https://www.autotrader.co.uk/car-details/202304126226527,4750,poole (23 miles),2007,MPV,55137.0,2.0,141.0,Manual,Diesel,,Mazda5,DT1 3GJ
214,Fiat Panda,https://www.autotrader.co.uk/car-details/202301313778856,2290,4.6 (331 reviews),2007,Hatchback,90000.0,1.1,54.0,Manual,Petrol,,Fiat,DT1 3GJ
215,Mitsubishi Colt,https://www.autotrader.co.uk/car-details/202209260125796,1990,4.8 (117 reviews),2007,Hatchback,85000.0,1.3,94.0,Manual,Petrol,,Mitsubishi,DT1 3GJ
216,Chevrolet Matiz,https://www.autotrader.co.uk/car-details/202303125161082,2490,4.6 (331 reviews),2007,Hatchback,34000.0,1.0,64.0,Manual,Petrol,,Chevrolet,DT1 3GJ
217,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303014751943,2490,4.6 (331 reviews),2007,Hatchback,117000.0,1.6,89.0,Manual,Diesel,,Ford,DT1 3GJ
218,Jaguar XJ,https://www.autotrader.co.uk/car-details/202302184403224,6000,4.6 (23 reviews) poole (23 miles),2007,Saloon,110000.0,2.7,204.0,Automatic,Diesel,,Jaguar,DT1 3GJ
219,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202304206483119,5995,4.5 (34 reviews) bournemouth (29 miles),2007,Saloon,63000.0,3.0,,Automatic,Diesel,3.0,Mercedes-Benz,DT1 3GJ
220,SEAT Leon,https://www.autotrader.co.uk/car-details/202303315843949,2000,"gillingham, dorset (25 miles)",2007,Hatchback,140000.0,1.9,,Manual,Diesel,5.0,SEAT,DT1 3GJ
221,Alfa Romeo 159,https://www.autotrader.co.uk/car-details/202303054928394,8195,blandford forum (19 miles),2007,Saloon,69500.0,3.2,,Automatic,Petrol,,Alfa,DT1 3GJ
222,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202301163303475,4995,4.5 (15 reviews),2007,Hatchback,17908.0,1.2,79.0,Manual,Petrol,,Vauxhall,DT1 3GJ
223,Alfa Romeo Spider,https://www.autotrader.co.uk/car-details/202305087147814,4775,wimborne (19 miles),2007,Convertible,80000.0,2.2,185.0,Manual,Petrol,6.0,Alfa,DT1 3GJ
224,Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202301193412943,5490,4.6 (331 reviews),2007,SUV,108000.0,2.2,,Automatic,Diesel,,Land,DT1 3GJ
225,Jaguar XJ,https://www.autotrader.co.uk/car-details/202305036955816,6900,dorchester (7 miles),2007,Saloon,120818.0,2.7,204.0,Automatic,Diesel,5.0,Jaguar,DT1 3GJ
226,Mercedes-Benz SLK,https://www.autotrader.co.uk/car-details/202304236586784,6500,yeovil (18 miles),2007,Convertible,42271.0,1.8,163.0,Manual,Petrol,,Mercedes-Benz,DT1 3GJ
227,Mercedes-Benz SL Class,https://www.autotrader.co.uk/car-details/202209179867777,6990,bournemouth (25 miles),2007,Convertible,101000.0,3.5,272.0,Automatic,Petrol,3.0,Mercedes-Benz,DT1 3GJ
228,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303305792004,2490,4.6 (331 reviews),2007,Hatchback,94000.0,,74.0,Manual,Petrol,,Ford,DT1 3GJ
229,Mitsubishi L200,https://www.autotrader.co.uk/car-details/202305157384533,9000,poole (22 miles),2007,Pickup,84500.0,2.5,165.0,Automatic,Diesel,5.0,Mitsubishi,DT1 3GJ
230,BMW 3 SERIES,https://www.autotrader.co.uk/car-details/202305036949494,7995,4.7 (19 reviews),2007,Convertible,62000.0,3.0,215.0,Automatic,Petrol,,BMW,DT1 3GJ
231,Honda Cr-V,https://www.autotrader.co.uk/car-details/202305137330446,2395,5.0 (11 reviews) poole (24 miles),2007,SUV,195000.0,2.2,138.0,Manual,Diesel,4.0,Honda,DT1 3GJ
232,Citroen Xsara Picasso,https://www.autotrader.co.uk/car-details/202305047017109,1650,4.3 (6 reviews) bournemouth (26 miles),2007,MPV,137000.0,1.6,110.0,Manual,Diesel,,Citroen,DT1 3GJ
233,MINI Convertible,https://www.autotrader.co.uk/car-details/202302063984789,5495,4.9 (50 reviews) poole (23 miles),2007,Convertible,88000.0,1.6,,Manual,Petrol,11.0,MINI,DT1 3GJ
234,Chevrolet Kalos,https://www.autotrader.co.uk/car-details/202305057044727,2150,4.9 (75 reviews) ringwood (29 miles),2007,Hatchback,47000.0,1.2,71.0,Manual,Petrol,2.0,Chevrolet,DT1 3GJ
235,Peugeot 308,https://www.autotrader.co.uk/car-details/202205045323835,4495,4.8 (181 reviews) sherborne (18 miles),2007,Hatchback,50967.0,2.0,136.0,Manual,Diesel,4.0,Peugeot,DT1 3GJ
236,Lexus GS 300,https://www.autotrader.co.uk/car-details/202305036946145,5000,bournemouth (28 miles),2007,Saloon,72000.0,3.0,245.0,Automatic,Petrol,3.0,Lexus,DT1 3GJ
237,Nissan Micra,https://www.autotrader.co.uk/car-details/202305057057357,2995,4.9 (75 reviews) ringwood (29 miles),2007,Hatchback,63000.0,1.2,79.0,Manual,Petrol,3.0,Nissan,DT1 3GJ
238,Renault Clio,https://www.autotrader.co.uk/car-details/202303034856754,1595,4.8 (113 reviews),2008,Hatchback,96251.0,1.2,75.0,Manual,Petrol,,Renault,DT1 3GJ
239,Peugeot 207,https://www.autotrader.co.uk/car-details/202304286785161,975,shaftesbury (24 miles),2008,Hatchback,116176.0,1.6,150.0,Manual,Petrol,4.0,Peugeot,DT1 3GJ
240,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304306858039,2495,4.3 (12 reviews) poole (23 miles),2008,Hatchback,82000.0,,74.0,Manual,Petrol,2.0,Ford,DT1 3GJ
241,Citroen C2,https://www.autotrader.co.uk/car-details/202305087132838,2290,4.8 (117 reviews),2008,Hatchback,61000.0,1.6,,Manual,Petrol,,Citroen,DT1 3GJ
242,Ford Focus,https://www.autotrader.co.uk/car-details/202305127290148,1695,ferndown (27 miles),2008,Hatchback,124017.0,1.8,123.0,Manual,Petrol,3.0,Ford,DT1 3GJ
243,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305137336022,6250,4.7 (124 reviews),2008,Convertible,70000.0,2.0,,Manual,Petrol,,BMW,DT1 3GJ
244,Renault Clio,https://www.autotrader.co.uk/car-details/202302204459170,1695,5.0 (2 reviews) yeovil (18 miles),2008,Hatchback,118000.0,1.2,75.0,Manual,Petrol,,Renault,DT1 3GJ
245,Honda Jazz,https://www.autotrader.co.uk/car-details/202305097164696,3650,4.1 (19 reviews) bournemouth (25 miles),2008,Hatchback,107000.0,1.4,82.0,Automatic,Petrol,6.0,Honda,DT1 3GJ
246,Ford Kuga,https://www.autotrader.co.uk/car-details/202304156322095,3990,4.7 (124 reviews),2008,SUV,96000.0,2.0,,Manual,Diesel,,Ford,DT1 3GJ
247,Mercedes-Benz B Class,https://www.autotrader.co.uk/car-details/202305127300378,3695,4.5 (34 reviews) bournemouth (29 miles),2008,MPV,107000.0,2.0,109.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
248,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202304296825385,1995,4.4 (14 reviews) bournemouth (29 miles),2008,MPV,91000.0,1.6,104.0,Manual,Petrol,,Vauxhall,DT1 3GJ
249,Peugeot 407 SW,https://www.autotrader.co.uk/car-details/202303064956452,1990,3.9 (11 reviews) poole (22 miles),2008,Estate,112000.0,1.8,125.0,Manual,Petrol,4.0,Peugeot,DT1 3GJ
250,Mercedes-Benz B Class,https://www.autotrader.co.uk/car-details/202304246611190,3790,4.5 (85 reviews),2008,MPV,99500.0,2.0,140.0,Automatic,Diesel,5.0,Mercedes-Benz,DT1 3GJ
251,MINI Convertible,https://www.autotrader.co.uk/car-details/202304146288216,4490,4.6 (331 reviews),2008,Convertible,50000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
252,Mitsubishi Colt,https://www.autotrader.co.uk/car-details/202305147351869,1900,bournemouth (27 miles),2008,Hatchback,76000.0,1.1,74.0,Manual,Petrol,4.0,Mitsubishi,DT1 3GJ
253,Citroen C5,https://www.autotrader.co.uk/car-details/202305127320421,1875,chard (25 miles),2008,Saloon,125000.0,,,Manual,Diesel,7.0,Citroen,DT1 3GJ
254,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304296822757,1030,seaton (27 miles),2008,Hatchback,126000.0,1.4,67.0,Manual,Diesel,3.0,Ford,DT1 3GJ
255,MINI Clubman,https://www.autotrader.co.uk/car-details/202211191829622,4950,4.6 (23 reviews) poole (23 miles),2008,Estate,99000.0,1.6,,Manual,Petrol,,MINI,DT1 3GJ
256,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305107209664,4295,yeovil (23 miles),2008,Hatchback,100000.0,2.0,138.0,Manual,Diesel,,Volkswagen,DT1 3GJ
257,Toyota Yaris,https://www.autotrader.co.uk/car-details/202303125163989,2590,4.6 (163 reviews),2008,Hatchback,108000.0,1.8,131.0,Manual,Petrol,,Toyota,DT1 3GJ
258,Jaguar X-Type,https://www.autotrader.co.uk/car-details/202304176368125,2990,4.6 (331 reviews),2008,Saloon,77000.0,2.0,128.0,Manual,Diesel,,Jaguar,DT1 3GJ
259,Toyota Aygo,https://www.autotrader.co.uk/car-details/202305117260240,2650,bournemouth (25 miles),2008,Hatchback,86357.0,1.0,,Manual,Petrol,3.0,Toyota,DT1 3GJ
260,SKODA Fabia,https://www.autotrader.co.uk/car-details/202303034876127,2995,5.0 (2 reviews) yeovil (18 miles),2008,Hatchback,92000.0,1.9,105.0,Manual,Diesel,,SKODA,DT1 3GJ
261,Ford Mondeo,https://www.autotrader.co.uk/car-details/202305147351977,2100,bournemouth (27 miles),2008,Hatchback,101000.0,2.0,143.0,Manual,Petrol,4.0,Ford,DT1 3GJ
262,Nissan Qashqai+2,https://www.autotrader.co.uk/car-details/202211011288581,4795,4.9 (186 reviews),2008,SUV,78000.0,2.0,139.0,Manual,Petrol,,Nissan,DT1 3GJ
263,Peugeot 407,https://www.autotrader.co.uk/car-details/202206026426985,3695,4.5 (34 reviews) bournemouth (29 miles),2008,Coupe,112000.0,2.7,205.0,Automatic,Diesel,2.0,Peugeot,DT1 3GJ
264,Honda Accord,https://www.autotrader.co.uk/car-details/202304276756821,3995,5.0 (87 reviews) ferndown (27 miles),2008,Saloon,70000.0,2.2,138.0,Manual,Diesel,2.0,Honda,DT1 3GJ
265,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202305127305630,5795,4.9 (33 reviews) verwood (29 miles),2008,Saloon,88500.0,3.0,190.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
266,Peugeot 207,https://www.autotrader.co.uk/car-details/202304055998535,2495,poole (23 miles),2008,Hatchback,154000.0,1.4,67.0,Manual,Diesel,,Peugeot,DT1 3GJ
267,Peugeot 107,https://www.autotrader.co.uk/car-details/202305087137226,1775,bournemouth (27 miles),2008,Hatchback,41794.0,1.0,,Manual,Petrol,2.0,Peugeot,DT1 3GJ
268,Fiat 500,https://www.autotrader.co.uk/car-details/202303235535375,2750,4.4 (14 reviews) bournemouth (29 miles),2008,Hatchback,110000.0,1.2,,Manual,Petrol,3.0,Fiat,DT1 3GJ
269,Renault Twingo,https://www.autotrader.co.uk/car-details/202304136250442,2990,4.8 (117 reviews),2008,Hatchback,80000.0,1.2,,Manual,Petrol,,Renault,DT1 3GJ
270,Toyota Yaris,https://www.autotrader.co.uk/car-details/202304056005425,2499,4.8 (450 reviews),2008,Hatchback,95000.0,1.3,85.0,Manual,Petrol,2.0,Toyota,DT1 3GJ
271,Ford Fusion,https://www.autotrader.co.uk/car-details/202303145220976,2795,4.1 (19 reviews) bournemouth (25 miles),2008,Hatchback,93000.0,1.6,99.0,Manual,Petrol,2.0,Ford,DT1 3GJ
272,SKODA Roomster,https://www.autotrader.co.uk/car-details/202304106145832,2490,4.6 (331 reviews),2008,MPV,113000.0,1.9,105.0,Manual,Diesel,,SKODA,DT1 3GJ
273,Toyota Yaris,https://www.autotrader.co.uk/car-details/202305036973965,4995,4.0 (14 reviews),2008,Hatchback,57585.0,1.3,86.0,Automatic,Petrol,,Toyota,DT1 3GJ
274,Volkswagen EOS,https://www.autotrader.co.uk/car-details/202303295749981,4490,4.8 (117 reviews),2008,Convertible,83319.0,2.0,,Automatic,Diesel,,Volkswagen,DT1 3GJ
275,Volvo V70,https://www.autotrader.co.uk/car-details/202305026927662,5490,somerton (27 miles),2008,Estate,85000.0,2.4,161.0,Automatic,Diesel,5.0,Volvo,DT1 3GJ
276,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202305036951557,6995,5.0 (8 reviews) bournemouth (26 miles),2008,Saloon,77000.0,3.0,187.0,Automatic,Diesel,,Mercedes-Benz,DT1 3GJ
277,Ford Fusion,https://www.autotrader.co.uk/car-details/202301193406969,2190,4.6 (331 reviews),2008,Hatchback,117000.0,1.4,79.0,Manual,Petrol,,Ford,DT1 3GJ
278,Mazda MX-5,https://www.autotrader.co.uk/car-details/202303155270576,5990,5.0 (10 reviews) bournemouth (25 miles),2008,Convertible,53000.0,2.0,,Manual,Petrol,2.0,Mazda,DT1 3GJ
279,BMW 3 Series,https://www.autotrader.co.uk/car-details/202208249093988,3650,bournemouth (27 miles),2008,Convertible,128446.0,3.0,,Automatic,Petrol,3.0,BMW,DT1 3GJ
280,Suzuki SX4,https://www.autotrader.co.uk/car-details/202304256639377,2790,4.8 (117 reviews),2008,SUV,81000.0,1.6,,Manual,Petrol,,Suzuki,DT1 3GJ
281,BMW X6,https://www.autotrader.co.uk/car-details/202304025882524,8695,poole (23 miles),2008,SUV,87000.0,3.0,232.0,Automatic,Diesel,,BMW,DT1 3GJ
282,Honda Civic,https://www.autotrader.co.uk/car-details/202303165314377,3490,4.8 (117 reviews),2008,Hatchback,84000.0,1.8,138.0,Manual,Petrol,,Honda,DT1 3GJ
