,name_1,link_1,price_1,seller_1,year_1,body_1,mileage_1,engine_1,BHP_1,transmission_1,fuel_1,owners_1,brand_1,postcode_1
589,Honda Jazz,https://www.autotrader.co.uk/car-details/202211011263269,3495,4.7 (51 reviews) milton keynes (3 miles),2010,Hatchback,110450,1.4,,Manual,Petrol,3.0,Honda,MK3 6JS
590,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303245571105,4809,3.7 (61 reviews) milton keynes (7 miles),2010,Estate,103600,2.0,,Automatic,Petrol,9.0,BMW,MK3 6JS
591,Peugeot 3008,https://www.autotrader.co.uk/car-details/202301073036800,3795,4.7 (51 reviews) milton keynes (3 miles),2010,SUV,118950,2.0,,Automatic,Diesel,4.0,Peugeot,MK3 6JS
592,Honda Civic,https://www.autotrader.co.uk/car-details/202305057055206,2695,milton keynes (4 miles),2010,Hatchback,148500,2.2,138.0,Manual,Diesel,,Honda,MK3 6JS
593,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202302104152063,3000,4.1 (44 reviews) milton keynes (1 mile),2010,Estate,86860,1.8,138.0,Automatic,Petrol,4.0,Vauxhall,MK3 6JS
594,Audi A1,https://www.autotrader.co.uk/car-details/202202242923418,4700,4.1 (44 reviews) milton keynes (1 mile),2010,Hatchback,105800,1.4,,Manual,Petrol,3.0,Audi,MK3 6JS
595,Volkswagen Scirocco,https://www.autotrader.co.uk/car-details/202304216519990,5500,4.7 (51 reviews) milton keynes (3 miles),2010,Hatchback,115200,2.0,,Manual,Diesel,,Volkswagen,MK3 6JS
596,Ford Fiesta,https://www.autotrader.co.uk/car-details/202302033912171,3000,4.0 (47 reviews) milton keynes (1 mile),2010,Hatchback,89120,1.4,94.0,Manual,Petrol,3.0,Ford,MK3 6JS
597,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202304116178768,2490,4.7 (118 reviews) milton keynes (4 miles),2010,Hatchback,104704,1.6,113.0,Manual,Petrol,3.0,Vauxhall,MK3 6JS
598,Ford Fiesta,https://www.autotrader.co.uk/car-details/202302244610134,5499,milton keynes (10 miles),2010,Hatchback,78000,1.4,94.0,Automatic,Petrol,,Ford,MK3 6JS
599,BMW 5 Series,https://www.autotrader.co.uk/car-details/202304226551206,4580,milton keynes (4 miles),2010,Saloon,141800,2.0,,Manual,Diesel,4.0,BMW,MK3 6JS
600,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202304076066014,2495,4.7 (51 reviews) milton keynes (3 miles),2010,Hatchback,116950,1.2,,Manual,Petrol,,Volkswagen,MK3 6JS
601,Audi A3,https://www.autotrader.co.uk/car-details/202304236592741,6580,milton keynes (4 miles),2010,Hatchback,90000,1.6,,Automatic,Diesel,4.0,Audi,MK3 6JS
602,Mercedes-Benz S Class,https://www.autotrader.co.uk/car-details/202303265643985,8950,milton keynes (2 miles),2010,Saloon,159372,3.0,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
603,Land Rover Discovery 4,https://www.autotrader.co.uk/car-details/202205095497637,7750,3.8 (34 reviews) leighton buzzard (9 miles),2010,SUV,134000,3.0,,Automatic,Diesel,5.0,Land,MK3 6JS
604,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202303135183363,4495,4.7 (18 reviews) newport pagnell (6 miles),2010,Hatchback,70000,1.6,113.0,Manual,Petrol,,Vauxhall,MK3 6JS
605,BMW 1 Series,https://www.autotrader.co.uk/car-details/202301283706261,5500,milton keynes (5 miles),2010,Coupe,79000,2.0,,Manual,Diesel,3.0,BMW,MK3 6JS
606,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303255618720,5990,4.7 (118 reviews) milton keynes (4 miles),2010,Saloon,101244,2.0,,Automatic,Petrol,3.0,BMW,MK3 6JS
607,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202304266692603,2690,4.7 (118 reviews) milton keynes (4 miles),2010,Hatchback,108170,1.4,89.0,Manual,Petrol,3.0,Vauxhall,MK3 6JS
608,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304216523214,6000,4.0 (47 reviews) milton keynes (1 mile),2010,Hatchback,65323,1.4,94.0,Automatic,Petrol,2.0,Ford,MK3 6JS
609,Audi TT,https://www.autotrader.co.uk/car-details/202305036947881,6250,milton keynes (7 miles),2010,Coupe,78500,2.0,,Manual,Diesel,2.0,Audi,MK3 6JS
610,Audi Q7,https://www.autotrader.co.uk/car-details/202305036956295,9999,3.8 (34 reviews) leighton buzzard (9 miles),2010,SUV,119400,3.0,,Automatic,Diesel,,Audi,MK3 6JS
611,Peugeot 107,https://www.autotrader.co.uk/car-details/202304306839976,4720,milton keynes (3 miles),2010,Hatchback,47685,1.0,,Automatic,Petrol,3.0,Peugeot,MK3 6JS
612,Volkswagen Tiguan,https://www.autotrader.co.uk/car-details/202304106146446,8995,4.6 (27 reviews) leighton buzzard (9 miles),2010,SUV,44526,2.0,,Automatic,Diesel,,Volkswagen,MK3 6JS
613,Volvo C70,https://www.autotrader.co.uk/car-details/202304286797399,4995,4.4 (13 reviews) leighton buzzard (9 miles),2010,Convertible,99993,2.0,,Manual,Diesel,3.0,Volvo,MK3 6JS
614,Peugeot 207 SW,https://www.autotrader.co.uk/car-details/202303255618046,5000,4.1 (44 reviews) milton keynes (1 mile),2010,Estate,52450,1.6,,Automatic,Petrol,,Peugeot,MK3 6JS
615,Toyota Auris,https://www.autotrader.co.uk/car-details/202305016879706,6995,milton keynes (3 miles),2010,Hatchback,87318,1.8,,Automatic,Petrol Hybrid,,Toyota,MK3 6JS
616,Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202302023868095,7999,5.0 (2 reviews) leighton buzzard (9 miles),2010,SUV,36728,2.2,,Automatic,Diesel,,Land,MK3 6JS
617,Renault Clio,https://www.autotrader.co.uk/car-details/202304216520800,6290,4.7 (118 reviews) milton keynes (4 miles),2010,Hatchback,33716,1.6,,Automatic,Petrol,5.0,Renault,MK3 6JS
618,Ford Fusion,https://www.autotrader.co.uk/car-details/202304146293989,2999,3.8 (34 reviews) leighton buzzard (9 miles),2010,Hatchback,50050,1.6,99.0,Automatic,Petrol,3.0,Ford,MK3 6JS
619,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202304086108193,8950,milton keynes (2 miles),2010,Estate,97000,3.0,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
620,Nissan Navara,https://www.autotrader.co.uk/car-details/202301293730666,7500,4.8 (356 reviews) leighton buzzard (7 miles),2010,Pickup,140000,2.5,188.0,Manual,Diesel,,Nissan,MK3 6JS
621,Abarth 500C,https://www.autotrader.co.uk/car-details/202304096128410,10000,milton keynes (7 miles),2010,Convertible,21000,1.4,,Automatic,Petrol,,Abarth,MK3 6JS
622,Nissan Navara,https://www.autotrader.co.uk/car-details/202211302151348,10000,4.8 (356 reviews) leighton buzzard (7 miles),2010,Pickup,66000,2.5,169.0,Manual,Diesel,,Nissan,MK3 6JS
623,Land Rover Discovery 4,https://www.autotrader.co.uk/car-details/202211282087777,8000,leighton buzzard (8 miles),2010,SUV,150000,3.0,,Automatic,Diesel,4.0,Land,MK3 6JS
624,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202305067096555,4650,milton keynes (4 miles),2010,Estate,92300,2.0,,Automatic,Diesel,,Vauxhall,MK3 6JS
625,Chrysler Grand Voyager,https://www.autotrader.co.uk/car-details/202305016883049,6500,leighton buzzard (6 miles),2010,MPV,129422,2.8,,Automatic,Diesel,3.0,Chrysler,MK3 6JS
626,SKODA Octavia,https://www.autotrader.co.uk/car-details/202303085031423,6990,4.7 (118 reviews) milton keynes (4 miles),2010,Estate,60766,1.6,,Automatic,Diesel,,SKODA,MK3 6JS
627,SKODA Octavia,https://www.autotrader.co.uk/car-details/202304256673457,6884,leighton buzzard (9 miles),2010,Estate,61000,1.6,,Automatic,Diesel,2.0,SKODA,MK3 6JS
