,name_buy,link_buy,price_buy,seller_buy,year_buy,body_buy,mileage_buy,engine_buy,BHP_buy,transmission_buy,fuel_buy,owners_buy,brand_buy,postcode_buy
349,Audi Q7,https://www.autotrader.co.uk/car-details/202305036956295,8999,3.8 (34 reviews) leighton buzzard (9 miles),2010.0,SUV,119400.0,3.0,,Automatic,Diesel,,Audi,MK3 6JS
350,Honda Cr-V,https://www.autotrader.co.uk/car-details/202305016889959,3995,1.0 (1 review) thame (20 miles),2010.0,SUV,150000.0,2.2,,Automatic,Diesel,4.0,Honda,MK3 6JS
351,BMW 5 Series,https://www.autotrader.co.uk/car-details/202211201846106,4700,luton (16 miles),2010.0,Saloon,107100.0,2.0,,Automatic,Diesel,5.0,BMW,MK3 6JS
352,Honda Jazz,https://www.autotrader.co.uk/car-details/202305067075531,6095,4.9 (39 reviews) aylesbury (14 miles),2010.0,Hatchback,47610.0,1.4,,Manual,Petrol,,Honda,MK3 6JS
353,Volkswagen Golf Plus,https://www.autotrader.co.uk/car-details/202305057067611,4995,4.8 (31 reviews) bedford (14 miles),2010.0,Hatchback,94751.0,1.6,,Automatic,Diesel,5.0,Volkswagen,MK3 6JS
354,Vauxhall Insignia,https://www.autotrader.co.uk/car-details/202305177489463,6975,4.9 (193 reviews) bedford (17 miles),2010.0,Saloon,157000.0,2.8,320.0,Manual,Petrol,,Vauxhall,MK3 6JS
355,Nissan Pathfinder,https://www.autotrader.co.uk/car-details/202305217628033,8990,luton (15 miles),2010.0,SUV,88000.0,2.5,,Automatic,Diesel,,Nissan,MK3 6JS
356,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305257754873,4395,4.8 (105 reviews) luton (16 miles),2010.0,Hatchback,123356.0,2.0,,Automatic,Diesel,,Volkswagen,MK3 6JS
357,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303255618720,5990,4.7 (118 reviews) milton keynes (4 miles),2010.0,Saloon,101244.0,2.0,,Automatic,Petrol,3.0,BMW,MK3 6JS
358,Nissan X-Trail,https://www.autotrader.co.uk/car-details/202304256641722,6145,5.0 (2 reviews) shefford (17 miles),2010.0,SUV,79165.0,2.0,,Manual,Diesel,4.0,Nissan,MK3 6JS
359,Hyundai i20,https://www.autotrader.co.uk/car-details/202304296834507,4500,4.1 (44 reviews) milton keynes (1 mile),2010.0,Hatchback,31900.0,1.4,,Manual,Petrol,,Hyundai,MK3 6JS
360,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202302254640998,2395,4.9 (45 reviews) northampton (18 miles),2010.0,Hatchback,127897.0,1.4,99.0,Manual,Petrol,2.0,Vauxhall,MK3 6JS
361,Renault Clio,https://www.autotrader.co.uk/car-details/202304306851341,1599,luton (18 miles),2010.0,Hatchback,99800.0,1.5,,Manual,Diesel,4.0,Renault,MK3 6JS
362,Mercedes-Benz Vito,https://www.autotrader.co.uk/car-details/202210291178910,6250,luton (15 miles),2010.0,,125000.0,2.1,,Manual,Diesel,2.0,Mercedes-Benz,MK3 6JS
363,Jaguar XF,https://www.autotrader.co.uk/car-details/202305207600523,8199,4.8 (131 reviews) luton (15 miles),2010.0,Saloon,62000.0,3.0,,Automatic,Diesel,2.0,Jaguar,MK3 6JS
364,Jaguar XF,https://www.autotrader.co.uk/car-details/202210100597199,5795,4.4 (104 reviews) luton (17 miles),2010.0,Saloon,113460.0,3.0,,Automatic,Diesel,,Jaguar,MK3 6JS
365,Honda Civic,https://www.autotrader.co.uk/car-details/202304286789038,3890,5.0 (10 reviews) luton (17 miles),2010.0,Hatchback,95907.0,1.8,138.0,Manual,Petrol,,Honda,MK3 6JS
366,Renault Clio,https://www.autotrader.co.uk/car-details/202303115131488,3589,4.6 (128 reviews) bedford (14 miles),2010.0,Hatchback,106860.0,1.6,,Automatic,Petrol,,Renault,MK3 6JS
367,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305227663920,3495,northampton (18 miles),2010.0,Hatchback,98262.0,2.0,,Manual,Petrol,,BMW,MK3 6JS
368,Honda Jazz,https://www.autotrader.co.uk/car-details/202305036956063,4590,5.0 (10 reviews) luton (17 miles),2010.0,Hatchback,86680.0,1.4,,Manual,Petrol,,Honda,MK3 6JS
369,Audi A3,https://www.autotrader.co.uk/car-details/202304216531036,5999,bedford (15 miles),2010.0,Hatchback,81900.0,1.8,,Automatic,Petrol,,Audi,MK3 6JS
370,SEAT Leon,https://www.autotrader.co.uk/car-details/202305197553035,3990,bedford (15 miles),2010.0,Hatchback,72000.0,1.9,,Manual,Diesel,,SEAT,MK3 6JS
371,Renault Clio,https://www.autotrader.co.uk/car-details/202305157405087,2249,5.0 (19 reviews) luton (16 miles),2010.0,Hatchback,111067.0,1.5,,Manual,Diesel,,Renault,MK3 6JS
372,Ford Mondeo,https://www.autotrader.co.uk/car-details/202209029380154,5980,4.9 (72 reviews) pulloxhill (13 miles),2010.0,Estate,60000.0,2.0,138.0,Manual,Diesel,,Ford,MK3 6JS
373,Hyundai I30,https://www.autotrader.co.uk/car-details/202305117248204,4495,4.8 (105 reviews) luton (16 miles),2010.0,Hatchback,67470.0,1.6,,Automatic,Diesel,,Hyundai,MK3 6JS
374,Saab 9-3,https://www.autotrader.co.uk/car-details/202305167438164,4495,5.0 (6 reviews) bedford (15 miles),2010.0,Convertible,88000.0,1.9,,Manual,Diesel,3.0,Saab,MK3 6JS
375,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305087127639,4040,bedford (14 miles),2010.0,Estate,105375.0,2.0,,Manual,Diesel,2.0,BMW,MK3 6JS
376,Audi A6 Avant,https://www.autotrader.co.uk/car-details/202305197546860,3995,milton keynes (4 miles),2010.0,Estate,100000.0,2.7,,Automatic,Diesel,2.0,Audi,MK3 6JS
377,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202304076075315,4495,4.5 (209 reviews) northampton (20 miles),2010.0,Estate,119000.0,2.1,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
378,Citroen C1,https://www.autotrader.co.uk/car-details/202209139736155,2380,luton (15 miles),2010.0,Hatchback,94780.0,1.0,,Manual,Petrol,,Citroen,MK3 6JS
379,Honda FIT,https://www.autotrader.co.uk/car-details/202304266693871,6500,5.0 (190 reviews),2010.0,Hatchback,68000.0,,,Automatic,Petrol Hybrid,,Honda,MK3 6JS
380,SKODA Superb,https://www.autotrader.co.uk/car-details/202303054922477,5250,3.8 (34 reviews) leighton buzzard (9 miles),2010.0,Estate,120300.0,2.0,,Automatic,Diesel,2.0,SKODA,MK3 6JS
381,Ford Mondeo,https://www.autotrader.co.uk/car-details/202305217618682,5333,4.8 (18 reviews) northampton (20 miles),2010.0,Estate,135818.0,2.0,200.0,Automatic,Petrol,5.0,Ford,MK3 6JS
382,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202305197556185,3990,bedford (15 miles),2010.0,MPV,64000.0,1.6,,Manual,Petrol,3.0,Vauxhall,MK3 6JS
383,Ford S-Max,https://www.autotrader.co.uk/car-details/202302084080572,4490,4.1 (94 reviews) luton (15 miles),2010.0,MPV,96345.0,2.0,138.0,Manual,Diesel,,Ford,MK3 6JS
384,Mercedes-Benz S Class,https://www.autotrader.co.uk/car-details/202303265643985,8700,milton keynes (2 miles),2010.0,Saloon,159372.0,3.0,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
385,MINI Convertible,https://www.autotrader.co.uk/car-details/202210170811291,5495,5.0 (37 reviews) luton (17 miles),2010.0,Convertible,59000.0,1.6,,Manual,Petrol,2.0,MINI,MK3 6JS
386,Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202305157404631,5250,3.0 (2 reviews) luton (15 miles),2010.0,SUV,114650.0,2.2,,Manual,Diesel,4.0,Land,MK3 6JS
387,Peugeot 107,https://www.autotrader.co.uk/car-details/202305016881868,3795,4.4 (21 reviews) bedford (18 miles),2010.0,Hatchback,106000.0,1.0,,Automatic,Petrol,,Peugeot,MK3 6JS
388,BMW X1,https://www.autotrader.co.uk/car-details/202305247721254,7991,4.3 (40 reviews) bromham (14 miles),2010.0,SUV,58400.0,2.0,,Automatic,Diesel,2.0,BMW,MK3 6JS
389,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304025891341,3495,4.0 (18 reviews) northampton (18 miles),2010.0,Hatchback,81000.0,,81.0,Manual,Petrol,,Ford,MK3 6JS
390,Audi A5,https://www.autotrader.co.uk/car-details/202305026931793,6495,4.5 (209 reviews) northampton (20 miles),2010.0,Coupe,115000.0,2.7,,Automatic,Diesel,,Audi,MK3 6JS
391,KIA Picanto,https://www.autotrader.co.uk/car-details/202208108664490,2991,4.3 (17 reviews),2010.0,Hatchback,46131.0,1.1,64.0,Manual,Petrol,,KIA,MK3 6JS
392,Mazda2,https://www.autotrader.co.uk/car-details/202304156313979,4190,4.7 (118 reviews) milton keynes (4 miles),2010.0,Hatchback,54578.0,1.3,,Manual,Petrol,2.0,Mazda2,MK3 6JS
393,BMW 3 Series,https://www.autotrader.co.uk/car-details/202305247725067,4295,4.7 (41 reviews) milton keynes (3 miles),2010.0,Saloon,114300.0,2.0,,Manual,Diesel,2.0,BMW,MK3 6JS
394,BMW 7 Series,https://www.autotrader.co.uk/car-details/202305157395768,6950,4.9 (66 reviews) bedford (14 miles),2010.0,Saloon,106632.0,3.0,,Automatic,Diesel,3.0,BMW,MK3 6JS
395,Alfa Romeo Giulietta,https://www.autotrader.co.uk/car-details/202304286774235,7495,4.5 (10 reviews),2010.0,Hatchback,68700.0,,,Manual,Petrol,,Alfa,MK3 6JS
396,Peugeot 207,https://www.autotrader.co.uk/car-details/202305197558081,1650,northampton (16 miles),2010.0,Hatchback,125000.0,1.4,68.0,Manual,Diesel,2.0,Peugeot,MK3 6JS
397,BMW Z4,https://www.autotrader.co.uk/car-details/202303034868578,7049,3.7 (61 reviews) milton keynes (7 miles),2010.0,Convertible,143042.0,3.0,,Automatic,Petrol,2.0,BMW,MK3 6JS
398,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202211031354028,2299,4.5 (209 reviews) northampton (20 miles),2010.0,Hatchback,121000.0,1.6,113.0,Manual,Petrol,,Vauxhall,MK3 6JS
399,BMW 3 Series,https://www.autotrader.co.uk/car-details/202212272786031,6490,4.7 (118 reviews) milton keynes (4 miles),2010.0,Saloon,89890.0,2.0,,Manual,Diesel,2.0,BMW,MK3 6JS
400,Mazda2,https://www.autotrader.co.uk/car-details/202212212684196,1949,4.4 (36 reviews) bedford (14 miles),2010.0,Hatchback,118411.0,1.3,,Manual,Petrol,2.0,Mazda2,MK3 6JS
401,Audi A3,https://www.autotrader.co.uk/car-details/202305117270233,3190,4.7 (118 reviews) milton keynes (4 miles),2010.0,Hatchback,139222.0,1.6,,Manual,Diesel,2.0,Audi,MK3 6JS
402,Volkswagen Tiguan,https://www.autotrader.co.uk/car-details/202305087152545,6750,luton (16 miles),2010.0,SUV,50000.0,2.0,,Automatic,Diesel,3.0,Volkswagen,MK3 6JS
403,Audi A8,https://www.autotrader.co.uk/car-details/202303125154708,6990,4.8 (29 reviews) luton (16 miles),2010.0,Saloon,91484.0,3.0,229.0,Automatic,Diesel,,Audi,MK3 6JS
404,Volvo XC60,https://www.autotrader.co.uk/car-details/202110058158475,5990,4.4 (36 reviews) bedford (14 miles),2010.0,SUV,115195.0,2.4,,Automatic,Diesel,3.0,Volvo,MK3 6JS
405,MINI Hatch,https://www.autotrader.co.uk/car-details/202305016872279,3990,4.7 (97 reviews) aylesbury (19 miles),2010.0,Hatchback,87700.0,1.6,,Manual,Diesel,,MINI,MK3 6JS
406,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305127314259,4495,5.0 (82 reviews) luton (13 miles),2010.0,Hatchback,69552.0,1.4,138.0,Manual,Petrol,,Vauxhall,MK3 6JS
407,Renault Scenic,https://www.autotrader.co.uk/car-details/202304076075746,3999,4.6 (60 reviews),2010.0,MPV,102000.0,1.6,,Manual,Petrol,,Renault,MK3 6JS
408,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303155262910,5202,4.9 (208 reviews),2010.0,Hatchback,74000.0,1.4,94.0,Manual,Petrol,5.0,Ford,MK3 6JS
409,KIA Sportage,https://www.autotrader.co.uk/car-details/202304146292186,7045,4.9 (102 reviews),2010.0,SUV,95000.0,2.0,,Automatic,Diesel,3.0,KIA,MK3 6JS
410,Audi A3,https://www.autotrader.co.uk/car-details/202305197544473,6280,milton keynes (4 miles),2010.0,Hatchback,90000.0,1.6,,Automatic,Diesel,4.0,Audi,MK3 6JS
411,BMW X5,https://www.autotrader.co.uk/car-details/202302164339612,9795,4.5 (28 reviews) northampton (19 miles),2010.0,SUV,98000.0,3.0,,Automatic,Diesel,,BMW,MK3 6JS
412,Audi A3,https://www.autotrader.co.uk/car-details/202304116166634,4950,4.7 (144 reviews),2010.0,Hatchback,92996.0,1.6,,Manual,Diesel,,Audi,MK3 6JS
413,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202301113167730,3950,bedford (16 miles),2010.0,Hatchback,84000.0,1.2,,Manual,Petrol,2.0,Volkswagen,MK3 6JS
414,Volvo XC90,https://www.autotrader.co.uk/car-details/202302104132291,8995,4.4 (46 reviews) bedford (15 miles),2010.0,SUV,74000.0,2.4,182.0,Automatic,Diesel,2.0,Volvo,MK3 6JS
415,Toyota Prius,https://www.autotrader.co.uk/car-details/202208239071932,5750,bicester (20 miles),2010.0,Hatchback,160000.0,1.8,,Automatic,Petrol Hybrid,2.0,Toyota,MK3 6JS
416,Nissan Navara,https://www.autotrader.co.uk/car-details/202303095079066,6990,4.7 (97 reviews) aylesbury (19 miles),2010.0,Pickup,100000.0,2.5,169.0,Manual,Diesel,5.0,Nissan,MK3 6JS
417,Honda Civic,https://www.autotrader.co.uk/car-details/202305227656523,4477,4.1 (59 reviews) dunstable (12 miles),2010.0,Hatchback,82695.0,1.8,138.0,Manual,Petrol,,Honda,MK3 6JS
418,Toyota Yaris,https://www.autotrader.co.uk/car-details/202304116164902,6299,4.6 (60 reviews),2010.0,Hatchback,43000.0,,,Automatic,Petrol,,Toyota,MK3 6JS
419,Ford S-Max,https://www.autotrader.co.uk/car-details/202111049248274,4495,4.5 (209 reviews) northampton (20 miles),2010.0,MPV,101000.0,2.0,,Manual,Diesel,,Ford,MK3 6JS
420,Audi A6 Avant,https://www.autotrader.co.uk/car-details/202304196444415,9995,5.0 (38 reviews) aylesbury (14 miles),2010.0,Estate,80708.0,3.0,,Automatic,Diesel,3.0,Audi,MK3 6JS
421,Ford Kuga,https://www.autotrader.co.uk/car-details/202305257757494,5495,3.2 (5 reviews) newport pagnell (6 miles),2010.0,SUV,90682.0,2.0,134.0,Manual,Diesel,,Ford,MK3 6JS
422,Land Rover Discovery 4,https://www.autotrader.co.uk/car-details/202205095497637,7750,3.8 (34 reviews) leighton buzzard (9 miles),2010.0,SUV,134000.0,3.0,,Automatic,Diesel,5.0,Land,MK3 6JS
423,Volkswagen Scirocco,https://www.autotrader.co.uk/car-details/202305237684309,5999,5.0 (36 reviews) luton (15 miles),2010.0,Hatchback,106457.0,2.0,,Manual,Petrol,,Volkswagen,MK3 6JS
424,Volkswagen FOX,https://www.autotrader.co.uk/car-details/202304015870470,1999,4.9 (93 reviews) milton keynes (3 miles),2010.0,Hatchback,104842.0,1.2,,Manual,Petrol,,Volkswagen,MK3 6JS
425,SEAT Exeo,https://www.autotrader.co.uk/car-details/202305257790811,6790,5.0 (40 reviews) bedford (14 miles),2010.0,Estate,60000.0,2.0,,Manual,Diesel,2.0,SEAT,MK3 6JS
426,SKODA Fabia,https://www.autotrader.co.uk/car-details/202305257783463,3000,4.0 (47 reviews) milton keynes (1 mile),2010.0,Hatchback,73771.0,1.2,60.0,Manual,Petrol,3.0,SKODA,MK3 6JS
427,Renault Clio,https://www.autotrader.co.uk/car-details/202305147350806,3395,5.0 (82 reviews) luton (13 miles),2010.0,Hatchback,53299.0,1.1,74.0,Manual,Petrol,,Renault,MK3 6JS
428,Audi Q5,https://www.autotrader.co.uk/car-details/202305177495333,9490,4.9 (140 reviews) bedford (15 miles),2010.0,SUV,94000.0,2.0,,Automatic,Diesel,3.0,Audi,MK3 6JS
429,Mercedes-Benz E-Class,https://www.autotrader.co.uk/car-details/202305197547132,7995,5.0 (94 reviews) bedford (18 miles),2010.0,Estate,107000.0,3.0,231.0,Automatic,Diesel,2.0,Mercedes-Benz,MK3 6JS
430,Honda Civic,https://www.autotrader.co.uk/car-details/202305177478961,5995,4.1 (45 reviews) bedford (13 miles),2010.0,Hatchback,45431.0,1.4,98.0,Automatic,Petrol,,Honda,MK3 6JS
431,Volvo XC60,https://www.autotrader.co.uk/car-details/202304056006804,6995,4.9 (182 reviews) wellingborough (20 miles),2010.0,SUV,112139.0,2.0,,Manual,Diesel,3.0,Volvo,MK3 6JS
432,Ford S-Max,https://www.autotrader.co.uk/car-details/202305057037541,5590,4.1 (59 reviews) dunstable (12 miles),2010.0,MPV,88989.0,2.0,,Automatic,Diesel,3.0,Ford,MK3 6JS
433,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202305057030634,6000,4.5 (28 reviews) northampton (19 miles),2010.0,MPV,39000.0,1.9,,Automatic,Diesel,2.0,Vauxhall,MK3 6JS
434,Mercedes-Benz E Class,https://www.autotrader.co.uk/car-details/202304086100104,7990,5.0 (25 reviews) bedford (11 miles),2010.0,Convertible,97000.0,3.0,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
435,Peugeot Bipper Tepee,https://www.autotrader.co.uk/car-details/202305097165120,2600,northampton (16 miles),2010.0,MPV,70000.0,1.4,,Automatic,Diesel,,Peugeot,MK3 6JS
436,MINI Countryman,https://www.autotrader.co.uk/car-details/202305026903308,6990,4.5 (10 reviews),2010.0,SUV,77167.0,1.6,,Manual,Petrol,7.0,MINI,MK3 6JS
437,Audi A5,https://www.autotrader.co.uk/car-details/202301273660350,5195,4.8 (114 reviews),2010.0,Coupe,94904.0,1.8,,Manual,Petrol,,Audi,MK3 6JS
438,Hyundai i30,https://www.autotrader.co.uk/car-details/202304306844418,2995,5.0 (4 reviews) tring (13 miles),2010.0,Hatchback,101213.0,1.6,,Manual,Diesel,4.0,Hyundai,MK3 6JS
439,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305237708018,3995,hitchin (18 miles),2010.0,Hatchback,102000.0,2.0,,Manual,Diesel,,BMW,MK3 6JS
440,Peugeot 5008,https://www.autotrader.co.uk/car-details/202303195394831,3985,4.8 (64 reviews) bedford (14 miles),2010.0,MPV,97200.0,1.6,,Automatic,Diesel,,Peugeot,MK3 6JS
441,Honda Insight,https://www.autotrader.co.uk/car-details/202303295739468,6590,4.1 (59 reviews) dunstable (12 miles),2010.0,Hatchback,65813.0,1.3,,Automatic,Petrol Hybrid,,Honda,MK3 6JS
442,Fiat Panda,https://www.autotrader.co.uk/car-details/202305257781701,2490,northampton (18 miles),2010.0,Hatchback,90795.0,1.2,60.0,Manual,Petrol,,Fiat,MK3 6JS
443,Mitsubishi Colt,https://www.autotrader.co.uk/car-details/202303044889447,4589,4.6 (128 reviews) bedford (14 miles),2010.0,Hatchback,45958.0,1.3,,Automatic,Petrol,,Mitsubishi,MK3 6JS
444,Ford Focus,https://www.autotrader.co.uk/car-details/202211051408396,4999,5.0 (36 reviews) luton (15 miles),2010.0,Hatchback,70154.0,2.0,134.0,Automatic,Diesel,,Ford,MK3 6JS
445,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202305207587847,5862,4.8 (453 reviews) luton (16 miles),2010.0,Saloon,107522.0,1.8,,Automatic,Petrol,5.0,Mercedes-Benz,MK3 6JS
446,Suzuki Swift,https://www.autotrader.co.uk/car-details/202210170818493,3180,4.8 (38 reviews) luton (15 miles),2010.0,Hatchback,67698.0,1.3,91.0,Manual,Petrol,4.0,Suzuki,MK3 6JS
447,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305127289576,5945,4.8 (38 reviews) luton (15 miles),2010.0,Hatchback,76506.0,2.0,,Automatic,Diesel,4.0,BMW,MK3 6JS
448,Toyota Verso,https://www.autotrader.co.uk/car-details/202305237690090,5190,5.0 (10 reviews) luton (17 miles),2010.0,MPV,127719.0,1.8,,Automatic,Petrol,,Toyota,MK3 6JS
449,Hyundai i10,https://www.autotrader.co.uk/car-details/202303235557813,3545,5.0 (2 reviews) shefford (17 miles),2010.0,Hatchback,50812.0,1.2,,Manual,Petrol,4.0,Hyundai,MK3 6JS
450,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202302104152063,3000,4.1 (44 reviews) milton keynes (1 mile),2010.0,Estate,86860.0,1.8,138.0,Automatic,Petrol,4.0,Vauxhall,MK3 6JS
451,BMW 5 Series,https://www.autotrader.co.uk/car-details/202303064966618,7450,4.7 (124 reviews),2010.0,Saloon,79000.0,2.0,,Automatic,Diesel,,BMW,MK3 6JS
452,Renault Twingo,https://www.autotrader.co.uk/car-details/202302033911546,2090,4.6 (12 reviews) luton (16 miles),2010.0,Hatchback,82000.0,1.2,,Manual,Petrol,,Renault,MK3 6JS
453,Honda Cr-V,https://www.autotrader.co.uk/car-details/202303235540291,4595,5.0 (58 reviews) luton (18 miles),2010.0,SUV,126000.0,2.2,,Manual,Diesel,,Honda,MK3 6JS
454,Land Rover Freelander 2,https://www.autotrader.co.uk/car-details/202302023868095,7999,5.0 (2 reviews) leighton buzzard (9 miles),2010.0,SUV,36728.0,2.2,,Automatic,Diesel,,Land,MK3 6JS
455,Honda Civic,https://www.autotrader.co.uk/car-details/202304256673661,6050,4.7 (144 reviews),2010.0,Hatchback,48977.0,1.8,138.0,Manual,Petrol,,Honda,MK3 6JS
456,Citroen C1,https://www.autotrader.co.uk/car-details/202304306839047,2320,milton keynes (8 miles),2010.0,Hatchback,57750.0,1.0,,Manual,Petrol,5.0,Citroen,MK3 6JS
457,Volkswagen Scirocco,https://www.autotrader.co.uk/car-details/202304216519990,5500,4.7 (41 reviews) milton keynes (3 miles),2010.0,Hatchback,115200.0,2.0,,Manual,Diesel,,Volkswagen,MK3 6JS
458,Peugeot 107,https://www.autotrader.co.uk/car-details/202305047002490,3000,5.0 (190 reviews),2010.0,Hatchback,82772.0,1.0,,Manual,Petrol,3.0,Peugeot,MK3 6JS
459,BMW 1 Series,https://www.autotrader.co.uk/car-details/202301283706261,5500,milton keynes (5 miles),2010.0,Coupe,79000.0,2.0,,Manual,Diesel,3.0,BMW,MK3 6JS
460,Ford Focus,https://www.autotrader.co.uk/car-details/202305026920311,5045,4.9 (102 reviews),2010.0,Estate,69000.0,2.0,143.0,Manual,Petrol,3.0,Ford,MK3 6JS
461,Volkswagen Tiguan,https://www.autotrader.co.uk/car-details/202305227655262,4950,dunstable (12 miles),2010.0,SUV,84600.0,2.0,,Manual,Diesel,,Volkswagen,MK3 6JS
462,Mazda 3,https://www.autotrader.co.uk/car-details/202304025879968,4595,3.2 (5 reviews) newport pagnell (6 miles),2010.0,Hatchback,74000.0,1.6,105.0,Manual,Petrol,,Mazda,MK3 6JS
463,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303135188456,6972,4.9 (208 reviews),2010.0,Hatchback,27000.0,1.6,94.0,Manual,Diesel,3.0,Ford,MK3 6JS
464,Ford Fiesta,https://www.autotrader.co.uk/car-details/202303145223995,4990,4.1 (59 reviews) dunstable (12 miles),2010.0,Hatchback,55061.0,1.4,94.0,Manual,Petrol,3.0,Ford,MK3 6JS
465,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202305257759083,3495,milton keynes (4 miles),2010.0,Hatchback,146400.0,2.0,,Manual,Diesel,2.0,Volkswagen,MK3 6JS
466,SKODA Yeti,https://www.autotrader.co.uk/car-details/202304236581549,6490,4.9 (259 reviews) bedford (14 miles),2010.0,SUV,93023.0,1.8,,Manual,Petrol,,SKODA,MK3 6JS
467,Mercedes-Benz M Class,https://www.autotrader.co.uk/car-details/202304045960544,7995,5.0 (4 reviews) tring (13 miles),2010.0,SUV,92082.0,3.0,,Automatic,Diesel,4.0,Mercedes-Benz,MK3 6JS
468,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202303305781582,4999,4.1 (59 reviews) dunstable (12 miles),2010.0,Saloon,103719.0,1.6,,Automatic,Petrol,,Mercedes-Benz,MK3 6JS
469,Audi A4 Avant,https://www.autotrader.co.uk/car-details/202301303756116,6990,4.5 (33 reviews) bedford (13 miles),2010.0,Estate,69000.0,2.0,,Manual,Diesel,4.0,Audi,MK3 6JS
470,Audi A5 Cabriolet,https://www.autotrader.co.uk/car-details/202304176381767,8995,5.0 (41 reviews) bedford (15 miles),2010.0,Convertible,64790.0,2.0,,Manual,Petrol,,Audi,MK3 6JS
471,Volkswagen Passat,https://www.autotrader.co.uk/car-details/202302074017543,6995,4.6 (9 reviews) towcester (14 miles),2010.0,Estate,59000.0,2.0,,Automatic,Diesel,2.0,Volkswagen,MK3 6JS
472,Fiat Punto Evo,https://www.autotrader.co.uk/car-details/202305237698399,2990,northampton (18 miles),2010.0,Hatchback,80475.0,1.4,,Manual,Petrol,3.0,Fiat,MK3 6JS
473,Citroen C4,https://www.autotrader.co.uk/car-details/202302284723230,3750,4.1 (45 reviews) bedford (13 miles),2010.0,Hatchback,54274.0,1.6,,Automatic,Diesel,,Citroen,MK3 6JS
474,Toyota RAV4,https://www.autotrader.co.uk/car-details/202303205434227,5990,4.5 (33 reviews) bedford (13 miles),2010.0,SUV,80600.0,2.2,,Manual,Diesel,3.0,Toyota,MK3 6JS
475,Nissan Micra,https://www.autotrader.co.uk/car-details/202302164336115,4995,bedford (14 miles),2010.0,Hatchback,12100.0,1.2,79.0,Manual,Petrol,,Nissan,MK3 6JS
476,Honda Cr-V,https://www.autotrader.co.uk/car-details/202305107231177,5995,bedford (10 miles),2010.0,SUV,88400.0,2.2,,Manual,Diesel,5.0,Honda,MK3 6JS
477,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305247723100,6990,4.7 (97 reviews) aylesbury (19 miles),2010.0,Hatchback,73000.0,2.0,,Manual,Petrol,,SKODA,MK3 6JS
478,Volvo XC90,https://www.autotrader.co.uk/car-details/202305067097503,4475,berkhamsted (19 miles),2010.0,SUV,130100.0,2.4,182.0,Manual,Diesel,4.0,Volvo,MK3 6JS
479,Audi A1,https://www.autotrader.co.uk/car-details/202202242923418,4500,4.1 (44 reviews) milton keynes (1 mile),2010.0,Hatchback,105800.0,1.4,,Manual,Petrol,3.0,Audi,MK3 6JS
480,BMW 1 Series,https://www.autotrader.co.uk/car-details/202301173344182,4390,5.0 (19 reviews) luton (16 miles),2010.0,Coupe,110028.0,2.0,,Automatic,Diesel,,BMW,MK3 6JS
481,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202305047010965,3590,5.0 (25 reviews) hitchin (20 miles),2010.0,Hatchback,119626.0,1.2,,Manual,Petrol,4.0,Volkswagen,MK3 6JS
482,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202303115143717,3249,4.7 (34 reviews) milton keynes (4 miles),2010.0,Hatchback,90000.0,1.4,,Manual,Petrol,2.0,SEAT,MK3 6JS
483,Audi A5 Cabriolet,https://www.autotrader.co.uk/car-details/202305227635671,6950,dunstable (13 miles),2010.0,Convertible,99528.0,3.0,,Automatic,Diesel,4.0,Audi,MK3 6JS
484,Nissan Navara,https://www.autotrader.co.uk/car-details/202305267806183,9995,4.8 (154 reviews) luton (17 miles),2010.0,Pickup,151000.0,2.5,,Manual,Diesel,,Nissan,MK3 6JS
485,Hyundai Santa Fe,https://www.autotrader.co.uk/car-details/202303295738185,5795,4.5 (209 reviews) northampton (20 miles),2010.0,SUV,104000.0,2.2,,Automatic,Diesel,,Hyundai,MK3 6JS
