,name_buy,link_buy,price_buy,seller_buy,year_buy,body_buy,mileage_buy,engine_buy,BHP_buy,transmission_buy,fuel_buy,owners_buy,brand_buy,postcode_buy
0,Ford Focus,https://www.autotrader.co.uk/car-details/202303175342594,1250,5.0 (21 reviews) buckingham (8 miles),2010.0,Hatchback,107000.0,1.6,99.0,Manual,Petrol,2.0,Ford,MK3 6JS
1,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202303305802517,2000,4.9 (28 reviews) leighton buzzard (9 miles),2010.0,Hatchback,148000.0,2.0,,Manual,Diesel,5.0,Volkswagen,MK3 6JS
2,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202303295749400,2490,4.8 (118 reviews) bedford (7 miles),2010.0,Hatchback,88000.0,1.2,84.0,Manual,Petrol,,Vauxhall,MK3 6JS
3,Saab 9-3,https://www.autotrader.co.uk/car-details/202305036969546,1595,4.8 (181 reviews) bedford (13 miles),2010.0,Saloon,101000.0,1.9,,Manual,Diesel,4.0,Saab,MK3 6JS
4,Volkswagen Passat,https://www.autotrader.co.uk/car-details/202303225515819,3999,4.3 (12 reviews) leighton buzzard (9 miles),2010.0,Saloon,99000.0,2.0,138.0,Manual,Diesel,,Volkswagen,MK3 6JS
5,KIA RIO,https://www.autotrader.co.uk/car-details/202305247724722,2490,4.7 (340 reviews) milton keynes (6 miles),2010.0,Hatchback,82000.0,1.5,108.0,Manual,Diesel,,KIA,MK3 6JS
6,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305257784265,2000,3.0 (2 reviews) luton (18 miles),2010.0,Hatchback,109586.0,1.4,89.0,Manual,Petrol,3.0,Vauxhall,MK3 6JS
7,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305257788540,1990,bedford (15 miles),2010.0,Hatchback,115500.0,1.6,,Manual,Petrol,6.0,Vauxhall,MK3 6JS
8,Renault Clio,https://www.autotrader.co.uk/car-details/202303155258004,1559,3.7 (61 reviews) milton keynes (7 miles),2010.0,Hatchback,125676.0,1.2,,Manual,Petrol,4.0,Renault,MK3 6JS
9,Ford Focus,https://www.autotrader.co.uk/car-details/202302244613843,1990,4.6 (29 reviews) luton (15 miles),2010.0,Hatchback,148000.0,1.6,108.0,Manual,Diesel,,Ford,MK3 6JS
10,Citroen C4 Picasso,https://www.autotrader.co.uk/car-details/202303215475127,995,5.0 (4 reviews) tring (13 miles),2010.0,MPV,175948.0,1.6,,Automatic,Diesel,3.0,Citroen,MK3 6JS
11,Vauxhall Astra,https://www.autotrader.co.uk/car-details/202305187522720,2995,4.5 (26 reviews) bedford (15 miles),2010.0,Hatchback,87643.0,1.6,,Manual,Petrol,3.0,Vauxhall,MK3 6JS
12,Peugeot 308 SW,https://www.autotrader.co.uk/car-details/202303295764911,2600,4.9 (28 reviews) leighton buzzard (9 miles),2010.0,Estate,83880.0,1.6,120.0,Automatic,Petrol,2.0,Peugeot,MK3 6JS
13,Ford Mondeo,https://www.autotrader.co.uk/car-details/202305157381350,1395,4.9 (48 reviews) aylesbury (17 miles),2010.0,Hatchback,174000.0,2.0,,Manual,Diesel,7.0,Ford,MK3 6JS
14,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305167437576,1650,towcester (19 miles),2010.0,Hatchback,195066.0,1.4,67.0,Manual,Diesel,3.0,Ford,MK3 6JS
15,Mitsubishi ASX,https://www.autotrader.co.uk/car-details/202305107224065,3790,4.7 (340 reviews) milton keynes (6 miles),2010.0,SUV,111000.0,1.8,,Manual,Diesel,,Mitsubishi,MK3 6JS
16,Renault Clio,https://www.autotrader.co.uk/car-details/202305117238465,1695,5.0 (1 review) northampton (17 miles),2010.0,Hatchback,115963.0,1.5,,Manual,Diesel,2.0,Renault,MK3 6JS
17,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202303165306607,2999,3.8 (34 reviews) leighton buzzard (9 miles),2010.0,Hatchback,133700.0,1.2,,Manual,Petrol,,Volkswagen,MK3 6JS
18,Renault Grand Scenic,https://www.autotrader.co.uk/car-details/202303034879973,1790,4.0 (4 reviews) luton (15 miles),2010.0,MPV,111000.0,1.5,,Manual,Diesel,3.0,Renault,MK3 6JS
19,SKODA Octavia,https://www.autotrader.co.uk/car-details/202305187522647,2599,4.3 (12 reviews) leighton buzzard (9 miles),2010.0,Hatchback,108500.0,1.6,103.0,Manual,Diesel,,SKODA,MK3 6JS
20,Ford KA,https://www.autotrader.co.uk/car-details/202212302850722,2500,4.9 (259 reviews),2010.0,Hatchback,87526.0,1.3,,Manual,Diesel,,Ford,MK3 6JS
21,Peugeot 207,https://www.autotrader.co.uk/car-details/202304086102153,1995,4.8 (22 reviews) luton (17 miles),2010.0,Hatchback,88400.0,1.4,,Manual,Petrol,,Peugeot,MK3 6JS
22,Renault Clio,https://www.autotrader.co.uk/car-details/202304056006381,1550,3.0 (2 reviews) luton (15 miles),2010.0,Hatchback,104862.0,1.2,,Manual,Petrol,5.0,Renault,MK3 6JS
23,Peugeot 308,https://www.autotrader.co.uk/car-details/202303185381243,2195,4.2 (24 reviews) bedford (14 miles),2010.0,Hatchback,87455.0,1.6,90.0,Manual,Diesel,,Peugeot,MK3 6JS
24,Ford Focus,https://www.autotrader.co.uk/car-details/202302154284713,2100,4.8 (22 reviews) luton (17 miles),2010.0,Hatchback,126600.0,1.6,99.0,Manual,Petrol,3.0,Ford,MK3 6JS
25,Peugeot 308,https://www.autotrader.co.uk/car-details/202305217631434,1999,5.0 (1 review) northampton (17 miles),2010.0,Hatchback,87463.0,1.6,90.0,Manual,Diesel,,Peugeot,MK3 6JS
26,BMW 3 Series,https://www.autotrader.co.uk/car-details/202303085018351,5559,3.7 (61 reviews) milton keynes (7 miles),2010.0,Coupe,72814.0,2.0,,Manual,Diesel,4.0,BMW,MK3 6JS
27,Nissan Note,https://www.autotrader.co.uk/car-details/202303275659061,2390,4.8 (118 reviews) bedford (7 miles),2010.0,Hatchback,100000.0,1.5,,Manual,Diesel,,Nissan,MK3 6JS
28,Suzuki Alto,https://www.autotrader.co.uk/car-details/202304266682025,2500,4.6 (12 reviews) milton keynes (5 miles),2010.0,Hatchback,49107.0,1.0,,Manual,Petrol,4.0,Suzuki,MK3 6JS
29,Mazda2,https://www.autotrader.co.uk/car-details/202303155279081,3000,4.1 (44 reviews) milton keynes (1 mile),2010.0,Hatchback,96150.0,1.3,,Manual,Petrol,2.0,Mazda2,MK3 6JS
30,KIA Ceed,https://www.autotrader.co.uk/car-details/202305157400490,3990,4.7 (340 reviews) milton keynes (6 miles),2010.0,Estate,65000.0,1.6,,Manual,Diesel,,KIA,MK3 6JS
31,MINI Hatch,https://www.autotrader.co.uk/car-details/202304056007791,2990,3.0 (2 reviews) luton (15 miles),2010.0,Hatchback,108557.0,1.6,,Manual,Petrol,,MINI,MK3 6JS
32,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202302274673410,3198,5.0 (17 reviews) milton keynes (2 miles),2010.0,Hatchback,69591.0,1.2,83.0,Manual,Petrol,,Vauxhall,MK3 6JS
33,Citroen C5,https://www.autotrader.co.uk/car-details/202304276750437,1999,4.6 (66 reviews) bedford (17 miles),2010.0,Estate,125491.0,1.6,110.0,Manual,Diesel,4.0,Citroen,MK3 6JS
34,Renault Scenic,https://www.autotrader.co.uk/car-details/202209099590633,1990,4.7 (340 reviews) milton keynes (6 miles),2010.0,MPV,111000.0,1.5,,Manual,Diesel,,Renault,MK3 6JS
35,Renault Clio,https://www.autotrader.co.uk/car-details/202212122456787,2650,4.4 (14 reviews) leighton buzzard (9 miles),2010.0,Hatchback,74210.0,1.2,,Manual,Petrol,6.0,Renault,MK3 6JS
36,Volkswagen EOS,https://www.autotrader.co.uk/car-details/202304146291679,4795,4.5 (8 reviews) luton (15 miles),2010.0,Convertible,72971.0,2.0,,Manual,Diesel,3.0,Volkswagen,MK3 6JS
37,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202304136257712,4899,milton keynes (10 miles),2010.0,Hatchback,48000.0,1.4,,Manual,Petrol,,SEAT,MK3 6JS
38,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305047021296,2295,5.0 (1 review) northampton (17 miles),2010.0,Hatchback,92208.0,1.2,84.0,Manual,Petrol,4.0,Vauxhall,MK3 6JS
39,Audi A3,https://www.autotrader.co.uk/car-details/202305197556149,3895,4.8 (45 reviews) dunstable (13 miles),2010.0,Hatchback,101000.0,1.4,,Manual,Petrol,,Audi,MK3 6JS
40,Ford Mondeo,https://www.autotrader.co.uk/car-details/202305107211186,3750,4.7 (124 reviews),2010.0,Hatchback,88000.0,2.0,138.0,Manual,Diesel,,Ford,MK3 6JS
41,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202305026912234,1709,3.7 (61 reviews) milton keynes (7 miles),2010.0,MPV,77212.0,1.4,89.0,Manual,Petrol,4.0,Vauxhall,MK3 6JS
42,Renault Clio,https://www.autotrader.co.uk/car-details/202305036967208,3190,4.7 (118 reviews) milton keynes (4 miles),2010.0,Hatchback,99388.0,1.6,,Manual,Petrol,3.0,Renault,MK3 6JS
43,KIA Ceed,https://www.autotrader.co.uk/car-details/202305036959578,1995,4.8 (22 reviews) luton (17 miles),2010.0,Estate,133400.0,1.6,,Manual,Diesel,,KIA,MK3 6JS
44,Hyundai ix35,https://www.autotrader.co.uk/car-details/202304015868869,3650,3.0 (2 reviews) luton (15 miles),2010.0,SUV,105001.0,2.0,,Manual,Diesel,2.0,Hyundai,MK3 6JS
45,Hyundai i10,https://www.autotrader.co.uk/car-details/202305227656268,2990,4.8 (118 reviews) bedford (7 miles),2010.0,Hatchback,77000.0,1.2,,Manual,Petrol,,Hyundai,MK3 6JS
46,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202302224543160,2500,4.5 (16 reviews) luton (17 miles),2010.0,Hatchback,95000.0,1.2,84.0,Manual,Petrol,,Vauxhall,MK3 6JS
47,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304076072496,2450,4.1 (45 reviews) bedford (13 miles),2010.0,Hatchback,82107.0,1.2,84.0,Manual,Petrol,,Vauxhall,MK3 6JS
48,Volvo S40,https://www.autotrader.co.uk/car-details/202305107217030,2999,3.8 (155 reviews) shefford (16 miles),2010.0,Saloon,94534.0,1.6,,Manual,Diesel,,Volvo,MK3 6JS
49,Ford C-Max,https://www.autotrader.co.uk/car-details/202305227661888,2499,4.6 (34 reviews) milton keynes (7 miles),2010.0,MPV,114232.0,1.6,,Manual,Diesel,,Ford,MK3 6JS
50,Peugeot 3008,https://www.autotrader.co.uk/car-details/202211151690496,1999,4.5 (209 reviews) northampton (20 miles),2010.0,SUV,126000.0,2.0,,Manual,Diesel,,Peugeot,MK3 6JS
51,Ford KA,https://www.autotrader.co.uk/car-details/202305087130599,2359,3.7 (61 reviews) milton keynes (7 miles),2010.0,Hatchback,102000.0,1.2,,Manual,Petrol,4.0,Ford,MK3 6JS
52,Audi A4,https://www.autotrader.co.uk/car-details/202305036935019,7495,3.8 (155 reviews) shefford (16 miles),2010.0,Estate,54321.0,2.0,,Manual,Diesel,,Audi,MK3 6JS
53,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304066039142,2495,4.6 (10 reviews) northampton (15 miles),2010.0,Hatchback,117532.0,1.7,123.0,Manual,Diesel,8.0,Vauxhall,MK3 6JS
54,Peugeot 207,https://www.autotrader.co.uk/car-details/202305137340083,2490,4.5 (16 reviews) towcester (18 miles),2010.0,Hatchback,83200.0,1.4,,Manual,Petrol,4.0,Peugeot,MK3 6JS
55,Peugeot 3008,https://www.autotrader.co.uk/car-details/202305267803124,3199,4.3 (12 reviews) leighton buzzard (9 miles),2010.0,SUV,90500.0,1.6,110.0,Manual,Diesel,,Peugeot,MK3 6JS
56,BMW X1,https://www.autotrader.co.uk/car-details/202305167434573,6303,5.0 (1131 reviews),2010.0,SUV,67868.0,2.0,141.0,Manual,Diesel,,BMW,MK3 6JS
57,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305137346582,3950,4.9 (28 reviews) leighton buzzard (9 miles),2010.0,Hatchback,89500.0,1.4,89.0,Automatic,Petrol,3.0,Vauxhall,MK3 6JS
58,Fiat 500,https://www.autotrader.co.uk/car-details/202305107230393,2990,5.0 (5 reviews) shefford (16 miles),2010.0,Hatchback,91936.0,1.2,,Manual,Petrol,,Fiat,MK3 6JS
59,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305257787482,3290,4.5 (33 reviews) bedford (13 miles),2010.0,Hatchback,71000.0,1.3,74.0,Manual,Diesel,,Vauxhall,MK3 6JS
60,KIA Proceed,https://www.autotrader.co.uk/car-details/202305087138320,1795,4.8 (181 reviews) bedford (13 miles),2010.0,Hatchback,105244.0,1.6,,Manual,Petrol,,KIA,MK3 6JS
61,SEAT Ibiza,https://www.autotrader.co.uk/car-details/202305157394913,2899,4.6 (12 reviews) milton keynes (5 miles),2010.0,Hatchback,110100.0,1.4,,Manual,Petrol,5.0,SEAT,MK3 6JS
62,Land Rover Range Rover,https://www.autotrader.co.uk/car-details/202305257783740,9490,5.0 (24 reviews) bedford (15 miles),2010.0,SUV,110000.0,3.6,,Automatic,Diesel,,Land,MK3 6JS
63,BMW 3 SERIES,https://www.autotrader.co.uk/car-details/202303265629413,4000,4.5 (16 reviews) luton (17 miles),2010.0,Saloon,109000.0,2.0,143.0,Manual,Petrol,3.0,BMW,MK3 6JS
64,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202301183376595,3495,4.8 (16 reviews) bedford (13 miles),2010.0,SUV,94889.0,1.5,,Manual,Diesel,,Nissan,MK3 6JS
65,Ford C-Max,https://www.autotrader.co.uk/car-details/202304166340274,1890,4.6 (66 reviews) bedford (17 miles),2010.0,MPV,149206.0,1.8,113.0,Manual,Diesel,3.0,Ford,MK3 6JS
66,Volkswagen Touran,https://www.autotrader.co.uk/car-details/202303054929952,3750,4.1 (44 reviews) milton keynes (1 mile),2010.0,MPV,92300.0,1.9,103.0,Manual,Diesel,2.0,Volkswagen,MK3 6JS
67,Renault Grand Scenic,https://www.autotrader.co.uk/car-details/202304196452132,2490,4.6 (29 reviews) luton (15 miles),2010.0,MPV,94921.0,1.5,,Manual,Diesel,,Renault,MK3 6JS
68,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305257764226,4795,4.8 (45 reviews) dunstable (13 miles),2010.0,Hatchback,84000.0,2.0,,Automatic,Diesel,2.0,BMW,MK3 6JS
69,SEAT Leon,https://www.autotrader.co.uk/car-details/202304015866545,2799,milton keynes (10 miles),2010.0,Hatchback,94000.0,1.9,,Manual,Diesel,,SEAT,MK3 6JS
70,Honda Accord,https://www.autotrader.co.uk/car-details/202303215475303,3500,4.4 (178 reviews) luton (15 miles),2010.0,Estate,120000.0,2.2,,Automatic,Diesel,6.0,Honda,MK3 6JS
71,Nissan Qashqai,https://www.autotrader.co.uk/car-details/202305207593217,4675,4.5 (40 reviews) bedford (14 miles),2010.0,SUV,79500.0,1.5,,Manual,Diesel,2.0,Nissan,MK3 6JS
72,Honda Civic,https://www.autotrader.co.uk/car-details/202304286764288,1995,luton (17 miles),2010.0,Hatchback,119000.0,1.4,98.0,Manual,Petrol,3.0,Honda,MK3 6JS
73,Peugeot 207,https://www.autotrader.co.uk/car-details/202302184409311,4999,milton keynes (10 miles),2010.0,Hatchback,29000.0,1.6,,Automatic,Petrol,2.0,Peugeot,MK3 6JS
74,Vauxhall Meriva,https://www.autotrader.co.uk/car-details/202305197560090,3490,4.8 (118 reviews) bedford (7 miles),2010.0,MPV,72000.0,1.6,104.0,Automatic,Petrol,,Vauxhall,MK3 6JS
75,BMW 1 Series,https://www.autotrader.co.uk/car-details/202305016888558,3090,4.5 (8 reviews) luton (15 miles),2010.0,Hatchback,123881.0,2.0,,Manual,Diesel,2.0,BMW,MK3 6JS
76,Fiat Punto Evo,https://www.autotrader.co.uk/car-details/202305187523800,1895,4.8 (45 reviews) dunstable (13 miles),2010.0,Hatchback,101000.0,1.4,,Manual,Petrol,,Fiat,MK3 6JS
77,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305207588903,1890,4.7 (204 reviews),2010.0,Hatchback,94718.0,1.3,94.0,Manual,Diesel,,Vauxhall,MK3 6JS
78,Volvo C30,https://www.autotrader.co.uk/car-details/202304236588550,2495,5.0 (5 reviews) dunstable (12 miles),2010.0,Coupe,131680.0,1.6,,Manual,Petrol,7.0,Volvo,MK3 6JS
79,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202305107226156,5000,4.1 (44 reviews) milton keynes (1 mile),2010.0,Hatchback,86950.0,1.2,,Manual,Petrol,3.0,Volkswagen,MK3 6JS
80,Mazda2,https://www.autotrader.co.uk/car-details/202305227644659,3590,5.0 (52 reviews) bedford (15 miles),2010.0,Hatchback,64582.0,1.3,,Manual,Petrol,2.0,Mazda2,MK3 6JS
81,Peugeot 107,https://www.autotrader.co.uk/car-details/202303165303941,3490,4.8 (118 reviews) bedford (7 miles),2010.0,Hatchback,62000.0,1.0,,Manual,Petrol,,Peugeot,MK3 6JS
82,MINI Hatch,https://www.autotrader.co.uk/car-details/202305157376535,4495,4.1 (45 reviews) bedford (13 miles),2010.0,Hatchback,48867.0,1.6,98.0,Manual,Petrol,,MINI,MK3 6JS
83,Peugeot 207,https://www.autotrader.co.uk/car-details/202303075005238,2690,4.6 (116 reviews) luton (16 miles),2010.0,Hatchback,64750.0,1.4,,Manual,Petrol,3.0,Peugeot,MK3 6JS
84,Peugeot 207,https://www.autotrader.co.uk/car-details/202304206491066,2499,4.4 (36 reviews) bedford (14 miles),2010.0,Hatchback,79032.0,1.4,,Manual,Petrol,3.0,Peugeot,MK3 6JS
85,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202305107195046,3295,4.5 (209 reviews) northampton (20 miles),2010.0,Saloon,141000.0,1.6,,Manual,Petrol,,Mercedes-Benz,MK3 6JS
86,Mercedes-Benz Clc Class,https://www.autotrader.co.uk/car-details/202302244602078,2380,4.8 (352 reviews) luton (17 miles),2010.0,Hatchback,145000.0,2.1,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
87,Ford Fiesta,https://www.autotrader.co.uk/car-details/202304246623099,2490,4.6 (29 reviews) luton (15 miles),2010.0,Hatchback,102900.0,,81.0,Manual,Petrol,2.0,Ford,MK3 6JS
88,Volkswagen Golf,https://www.autotrader.co.uk/car-details/202304106149857,3495,4.8 (16 reviews) bedford (13 miles),2010.0,Hatchback,117571.0,2.0,,Manual,Diesel,,Volkswagen,MK3 6JS
89,Hyundai i10,https://www.autotrader.co.uk/car-details/202301193418031,2499,4.4 (21 reviews) bedford (18 miles),2010.0,Hatchback,67000.0,1.2,,Manual,Petrol,,Hyundai,MK3 6JS
90,Chevrolet Spark,https://www.autotrader.co.uk/car-details/202305057041062,2295,4.2 (24 reviews) bedford (14 miles),2010.0,Hatchback,60810.0,1.0,,Manual,Petrol,,Chevrolet,MK3 6JS
91,Citroen C3,https://www.autotrader.co.uk/car-details/202303205443093,2495,4.2 (24 reviews) bedford (14 miles),2010.0,Hatchback,94250.0,1.4,,Manual,Petrol,,Citroen,MK3 6JS
92,Fiat 500,https://www.autotrader.co.uk/car-details/202305247741463,2500,4.6 (12 reviews) milton keynes (5 miles),2010.0,Hatchback,113400.0,1.2,,Manual,Petrol,2.0,Fiat,MK3 6JS
93,Audi A3,https://www.autotrader.co.uk/car-details/202304256661309,3490,3.0 (2 reviews) luton (15 miles),2010.0,Hatchback,121550.0,2.0,,Manual,Diesel,,Audi,MK3 6JS
94,Ford Focus,https://www.autotrader.co.uk/car-details/202305127309080,4500,4.4 (178 reviews) luton (15 miles),2010.0,Hatchback,78545.0,2.0,143.0,Automatic,Petrol,2.0,Ford,MK3 6JS
95,Renault Clio,https://www.autotrader.co.uk/car-details/202211211866652,2495,4.7 (41 reviews) milton keynes (3 miles),2010.0,Hatchback,84500.0,1.2,,Manual,Petrol,3.0,Renault,MK3 6JS
96,Fiat Punto Evo,https://www.autotrader.co.uk/car-details/202305177486449,2599,5.0 (36 reviews) luton (15 miles),2010.0,Hatchback,66535.0,1.4,,Manual,Petrol,,Fiat,MK3 6JS
97,Volkswagen Polo,https://www.autotrader.co.uk/car-details/202305087145327,3495,4.2 (57 reviews) bedford (17 miles),2010.0,Hatchback,101000.0,1.2,,Manual,Petrol,3.0,Volkswagen,MK3 6JS
98,Chevrolet Spark,https://www.autotrader.co.uk/car-details/202301203440356,1790,4.4 (36 reviews) bedford (14 miles),2010.0,Hatchback,99560.0,1.2,,Manual,Petrol,,Chevrolet,MK3 6JS
99,KIA RIO,https://www.autotrader.co.uk/car-details/202304066033983,1695,5.0 (2 reviews) shefford (17 miles),2010.0,Hatchback,110762.0,1.4,95.0,Manual,Petrol,2.0,KIA,MK3 6JS
100,Peugeot 107,https://www.autotrader.co.uk/car-details/202304156315694,2494,4.4 (105 reviews) aylesbury (14 miles),2010.0,Hatchback,92100.0,1.0,,Manual,Petrol,,Peugeot,MK3 6JS
101,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202304276748859,4999,5.0 (10 reviews) luton (17 miles),2010.0,Hatchback,60795.0,1.6,190.0,Manual,Petrol,,Vauxhall,MK3 6JS
102,Renault Clio,https://www.autotrader.co.uk/car-details/202305067076880,2900,luton (16 miles),2010.0,Hatchback,45442.0,1.1,,Manual,Petrol,,Renault,MK3 6JS
103,Toyota Aygo,https://www.autotrader.co.uk/car-details/202304166341183,2295,4.2 (24 reviews) bedford (14 miles),2010.0,Hatchback,103435.0,1.0,,Manual,Petrol,,Toyota,MK3 6JS
104,Vauxhall Zafira,https://www.autotrader.co.uk/car-details/202303265651039,2390,4.6 (29 reviews) luton (15 miles),2010.0,MPV,116000.0,1.8,,Manual,Petrol,2.0,Vauxhall,MK3 6JS
105,Volvo C70,https://www.autotrader.co.uk/car-details/202304096128071,3990,northampton (19 miles),2010.0,Convertible,82678.0,2.0,,Manual,Diesel,3.0,Volvo,MK3 6JS
106,Citroen DS3,https://www.autotrader.co.uk/car-details/202305227637104,4000,5.0 (37 reviews) aylesbury (15 miles),2010.0,Hatchback,52400.0,1.6,,Manual,Diesel,,Citroen,MK3 6JS
107,Renault Grand Scenic,https://www.autotrader.co.uk/car-details/202305157399092,2995,4.8 (16 reviews) bedford (13 miles),2010.0,MPV,97579.0,1.5,,Manual,Diesel,,Renault,MK3 6JS
108,Chevrolet Captiva,https://www.autotrader.co.uk/car-details/202206036452959,2500,4.4 (178 reviews) luton (15 miles),2010.0,SUV,92000.0,2.0,,Manual,Diesel,3.0,Chevrolet,MK3 6JS
109,Honda Civic,https://www.autotrader.co.uk/car-details/202304296822431,3495,3.8 (155 reviews) shefford (16 miles),2010.0,Hatchback,84076.0,1.4,98.0,Manual,Petrol,,Honda,MK3 6JS
110,Renault Clio,https://www.autotrader.co.uk/car-details/202302144275595,2499,4.5 (209 reviews) northampton (20 miles),2010.0,Hatchback,80000.0,1.2,,Manual,Petrol,,Renault,MK3 6JS
111,BMW 3 Series,https://www.autotrader.co.uk/car-details/202204204843965,3995,4.5 (209 reviews) northampton (20 miles),2010.0,Saloon,125000.0,2.0,,Automatic,Diesel,,BMW,MK3 6JS
112,Renault Megane,https://www.autotrader.co.uk/car-details/202305097162635,1800,northampton (16 miles),2010.0,Convertible,127000.0,1.4,,Manual,Petrol,4.0,Renault,MK3 6JS
113,Fiat Grande Punto,https://www.autotrader.co.uk/car-details/202305046989558,2490,4.7 (340 reviews) milton keynes (6 miles),2010.0,Hatchback,78000.0,1.4,,Manual,Petrol,,Fiat,MK3 6JS
114,Fiat Punto Evo,https://www.autotrader.co.uk/car-details/202305107205059,2489,4.6 (128 reviews) bedford (14 miles),2010.0,Hatchback,70809.0,1.4,,Manual,Petrol,,Fiat,MK3 6JS
115,MINI Hatch,https://www.autotrader.co.uk/car-details/202305227654165,4890,4.7 (340 reviews) milton keynes (6 miles),2010.0,Hatchback,70000.0,1.6,,Manual,Diesel,,MINI,MK3 6JS
116,Ford Fiesta,https://www.autotrader.co.uk/car-details/202305187516882,2395,4.4 (21 reviews) bedford (18 miles),2010.0,Hatchback,131000.0,1.4,94.0,Manual,Petrol,,Ford,MK3 6JS
117,Peugeot 3008,https://www.autotrader.co.uk/car-details/202304076066903,2500,4.7 (41 reviews) milton keynes (3 miles),2010.0,SUV,91350.0,1.6,,Manual,Diesel,4.0,Peugeot,MK3 6JS
118,Vauxhall Corsa,https://www.autotrader.co.uk/car-details/202305187498208,2295,5.0 (56 reviews) luton (15 miles),2010.0,Hatchback,84622.0,1.2,84.0,Manual,Petrol,,Vauxhall,MK3 6JS
119,Mercedes-Benz C Class,https://www.autotrader.co.uk/car-details/202305036974504,4350,4.6 (12 reviews) luton (16 miles),2010.0,Saloon,86300.0,2.1,,Manual,Diesel,3.0,Mercedes-Benz,MK3 6JS
120,Peugeot 207,https://www.autotrader.co.uk/car-details/202305026911830,2790,5.0 (52 reviews) bedford (15 miles),2010.0,Hatchback,89592.0,1.6,,Manual,Petrol,3.0,Peugeot,MK3 6JS
121,MINI Clubman,https://www.autotrader.co.uk/car-details/202305036951763,3990,4.8 (29 reviews) luton (16 miles),2010.0,Estate,98562.0,1.6,,Manual,Diesel,,MINI,MK3 6JS
122,Peugeot 107,https://www.autotrader.co.uk/car-details/202305267793864,1700,aylesbury (14 miles),2010.0,Hatchback,94199.0,1.0,,Manual,Petrol,4.0,Peugeot,MK3 6JS
123,Renault Clio,https://www.autotrader.co.uk/car-details/202304266699739,2350,1.0 (1 review) thame (20 miles),2010.0,Hatchback,83000.0,1.5,,Manual,Diesel,2.0,Renault,MK3 6JS
124,Volvo XC90,https://www.autotrader.co.uk/car-details/202305137323991,2695,bedford (15 miles),2010.0,SUV,181000.0,2.4,182.0,Manual,Diesel,2.0,Volvo,MK3 6JS
125,Toyota Aygo,https://www.autotrader.co.uk/car-details/202303285699580,2995,4.7 (41 reviews) milton keynes (3 miles),2010.0,Hatchback,87150.0,1.0,,Manual,Petrol,3.0,Toyota,MK3 6JS
126,Citroen DS3,https://www.autotrader.co.uk/car-details/202305046991374,2999,5.0 (1 review) northampton (17 miles),2010.0,Hatchback,105975.0,1.6,,Manual,Petrol,3.0,Citroen,MK3 6JS
127,Renault Grand Scenic,https://www.autotrader.co.uk/car-details/202304136244947,2290,4.4 (36 reviews) bedford (14 miles),2010.0,MPV,114612.0,1.5,,Manual,Diesel,3.0,Renault,MK3 6JS
128,Mercedes-Benz M Class,https://www.autotrader.co.uk/car-details/202304246620570,7999,milton keynes (10 miles),2010.0,SUV,83000.0,3.0,,Automatic,Diesel,,Mercedes-Benz,MK3 6JS
129,Peugeot 3008,https://www.autotrader.co.uk/car-details/202303095063073,2995,4.7 (41 reviews) milton keynes (3 miles),2010.0,SUV,91300.0,1.6,,Manual,Petrol,4.0,Peugeot,MK3 6JS
130,Ford C-Max,https://www.autotrader.co.uk/car-details/202305197548592,2499,4.5 (209 reviews) northampton (20 miles),2010.0,MPV,93000.0,1.6,99.0,Manual,Petrol,,Ford,MK3 6JS
131,Audi A3,https://www.autotrader.co.uk/car-details/202304116190503,3499,5.0 (2 reviews) leighton buzzard (9 miles),2010.0,Hatchback,115502.0,1.6,,Manual,Petrol,2.0,Audi,MK3 6JS
132,Volkswagen Scirocco,https://www.autotrader.co.uk/car-details/202304306860687,4695,5.0 (1 review) northampton (17 miles),2010.0,Hatchback,113815.0,2.0,,Automatic,Diesel,4.0,Volkswagen,MK3 6JS
133,Renault Grand Scenic,https://www.autotrader.co.uk/car-details/202304186416514,3290,4.6 (29 reviews) luton (15 miles),2010.0,MPV,78321.0,2.0,,Automatic,Diesel,,Renault,MK3 6JS
